camber_0,camber_1,camber_2,camber_3,elapsed_time,grip_fraction_0,grip_fraction_1,grip_fraction_2,grip_fraction_3,is_detached_0,is_detached_1,is_detached_2,is_detached_3,is_flat_0,is_flat_1,is_flat_2,is_flat_3,is_offroad,lap_number,lateral_force_0,lateral_force_1,lateral_force_2,lateral_force_3,longitudinal_force_0,longitudinal_force_1,longitudinal_force_2,longitudinal_force_3,position_vertical_0,position_vertical_1,position_vertical_2,position_vertical_3,ride_height_0,ride_height_1,ride_height_2,ride_height_3,rotation_0,rotation_1,rotation_2,rotation_3,slip_angle_fl,slip_angle_fr,slip_angle_rl,slip_angle_rr,static_radius_0,static_radius_1,static_radius_2,static_radius_3,surface_type_0,surface_type_1,surface_type_2,surface_type_3,suspension_deflection_0,suspension_deflection_1,suspension_deflection_2,suspension_deflection_3,suspension_force_0,suspension_force_1,suspension_force_2,suspension_force_3,terrain_name_0,terrain_name_1,terrain_name_2,terrain_name_3,third_spring_deflection_0,third_spring_deflection_1,third_spring_deflection_2,third_spring_deflection_3,toe_0,toe_1,toe_2,toe_3,toe_symmetric_0,toe_symmetric_1,toe_symmetric_2,toe_symmetric_3,velocity_lateral_0,velocity_lateral_1,velocity_lateral_2,velocity_lateral_3,velocity_longitudinal_0,velocity_longitudinal_1,velocity_longitudinal_2,velocity_longitudinal_3,vertical_deflection_0,vertical_deflection_1,vertical_deflection_2,vertical_deflection_3
-0.04033662472633779,-0.04052613329479786,-0.04404058750786016,-0.04270257069949883,294.0825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.548081294973924,14.566786091724431,16.466947337981495,15.553861519647608,41.38148644191439,40.97944793902206,49.47381819944316,49.49123080203294,-194.29987706838313,-194.72163562133207,-189.1296672297641,-189.20200547309136,0.002028087132843473,0.0028545199299256324,-0.0006433583115279298,0.0028283684364767575,34,34,36,36,0,0,0,0,61.396414513630596,61.37963756927789,75.12262556054023,74.3767030271259,5596.993324669389,5948.084451288413,7279.276833922939,7634.067158532846,ROAD,ROAD,ROAD,ROAD,61.38802604145424,61.38802604145424,74.74966429383306,74.74966429383306,-0.0018757403288514652,-0.0031120239567194808,0.0007328677475260887,-0.0008386733218306721,-0.0018757403288514652,0.0031120239567194808,0.0007328677475260887,0.0008386733218306721,-0.13286200516050162,-0.18714227863877486,0.04214756365480721,-0.1854226869156852,-65.51090475796185,-65.55980512885313,-65.51179503628613,-65.55800513260542,0.015292259072116975,0.015665059370955272,0.02307241879454567,0.02478783502389461
-0.04057023017706446,-0.040524163148885774,-0.04346382591229166,-0.042184367464189104,294.1825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.546904748507766,14.990632560632815,15.610547127015803,15.25643330033078,40.93198990758209,40.64065448048629,50.05747028038232,50.04991679534928,-194.70339797239166,-195.01753342260517,-189.46982828108824,-189.54216652441565,0.0026489787489261413,0.0034252527617109774,0.0002885647033631365,0.003905282310738341,34,34,36,36,0,0,0,0,61.41205094246871,61.65042192184078,74.41680820878483,74.17459341540567,5639.749887785773,5899.148622147044,7239.691103745411,7022.160340335084,ROAD,ROAD,ROAD,ROAD,61.53123643215474,61.53123643215474,74.29570081209525,74.29570081209525,-0.001612942937165605,-0.0028743243750983917,0.000839134000322808,-0.0008479317586106087,-0.001612942937165605,0.0028743243750983917,0.000839134000322808,0.0008479317586106087,-0.17386794285803742,-0.22500329997680346,-0.01894049608057191,-0.25652962071247565,-65.63568554337715,-65.68928943044796,-65.63691031544602,-65.68752171258704,0.01474974511921095,0.014851602184830441,0.022908530096505408,0.023607832642518128
-0.04170488054640044,-0.03905674911997453,-0.04353012833067774,-0.03985051228819499,294.2825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.313163946195118,15.597910883821735,13.79314692317827,14.671775355085861,40.16141735392792,38.805039620161075,51.2217204286885,50.69478221390627,-195.32829420422192,-195.8242607521138,-189.82257390021246,-189.89491214353998,0.002635773237188449,0.003270841569375453,0.0002386465280779022,0.003954627410043807,34,34,36,36,0,0,0,0,60.59240223676049,62.010340497789585,72.93889174616386,73.7193647610947,6199.443206517661,7490.482747502986,7240.814925705335,7259.407643026099,ROAD,ROAD,ROAD,ROAD,61.30137136727504,61.30137136727504,73.32912825362928,73.32912825362928,-0.0013582006933926035,-0.0026386511665971034,0.0010455096343808608,-0.0009192691510258923,-0.0013582006933926035,0.0026386511665971034,0.0010455096343808608,0.0009192691510258923,-0.17333481105963155,-0.2152439764632268,-0.01569382849074419,-0.2602432460805346,-65.76226179507374,-65.80667522662414,-65.7618123306143,-65.8069300696607,0.016757543158260974,0.02007673461007883,0.023260449346297247,0.02423189317144891
-0.041065918745766664,-0.04071993173244364,-0.043273304078684724,-0.043128706245569984,294.3825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.105015311570005,15.71293656841058,15.436704265917589,16.226517475231905,37.15835801390191,37.838041732905396,49.402629968118504,49.11581842032714,-196.1788602281962,-196.07772616772678,-190.2005501813086,-190.27288842463628,0.0014525392012287896,0.0020942323411487014,-0.00019116950512656545,0.0033216517291982327,34,34,36,36,0,0,0,0,61.71489498639621,62.14527563496108,74.29614832238968,74.91773724385142,7695.700672026277,7345.530103469693,7310.576313435799,7516.649956756053,ROAD,ROAD,ROAD,ROAD,61.93008531067864,61.93008531067864,74.60694278312054,74.60694278312054,-0.0001489459418995836,-0.0015436403656729585,0.0008575779609831018,-0.0007557288385821704,-0.0001489459418995836,0.0015436403656729585,0.0008575779609831018,0.0007557288385821704,-0.09571285774122984,-0.13804910580602225,0.012596557027768185,-0.21896655047121616,-65.89343017135187,-65.91861909229915,-65.89208287157615,-65.92074154940738,0.023197947034744915,0.019527250441206474,0.02401319266249521,0.024331848353084107
-0.040319538500041115,-0.03964547633336656,-0.04118195528806681,-0.04164666288362418,294.4825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.513286551191861,13.920961547144259,13.443161259672069,14.437998323145393,43.55353710457796,43.09440039225412,51.27036264581047,50.95566163546375,-195.6883048279578,-195.67466770840477,-190.50451333467873,-190.57685157800577,-0.0010673852758469225,-3.894865816294696e-05,-0.0014563080139382222,0.0023605917239560175,34,34,36,36,0,0,0,0,60.661706257965356,61.01221479504626,72.71996557949866,73.4681365877236,5276.1210181719525,4989.036446351075,7119.025698906365,7409.256795140616,ROAD,ROAD,ROAD,ROAD,60.836960526505806,60.836960526505806,73.09405108361113,73.09405108361113,0.0019592566757814576,0.0008263406652658313,0.001064777483155474,-0.0009653496852718356,0.0019592566757814576,-0.0008263406652658313,0.001064777483155474,0.0009653496852718356,0.07048991234912538,0.002571611033899579,0.09617053708446477,-0.15585094065337923,-66.03977698981053,-66.02566439748762,-66.03717632313843,-66.0218578181362,0.012832651607380702,0.01367749226410061,0.024156080319189102,0.024815543345122173
-0.038222601185597775,-0.04175603279084058,-0.04091388057894908,-0.04312088254832276,294.5825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.013329880136594,13.44662605290886,15.456531181671538,13.701167404720602,41.053409910441154,41.55838467318581,50.67427480425232,51.77463058519841,-196.5970013250671,-196.2288256087052,-190.851310613528,-190.9236488568552,-0.001019724001281325,-0.00032805918408796,-0.0026400501358427734,0.0010853980718308772,34,34,36,36,0,0,0,0,61.0282552926032,60.61856461841037,74.28868454255716,72.93587796995288,6638.476940805958,5698.4421980952875,7538.401328652572,6637.80113633652,ROAD,ROAD,ROAD,ROAD,60.82340995550678,60.82340995550678,73.61228125625502,73.61228125625502,0.0009249765487931957,-0.0002630302643761064,0.0008500086783045421,-0.001026114728566052,0.0009249765487931957,0.0002630302643761064,0.0008500086783045421,0.001026114728566052,0.0674641851431792,0.021697748843034326,0.17466508601076391,-0.07178631085405307,-66.1592368861443,-66.13973672148632,-66.15960728998715,-66.13820728715638,0.018530496040569482,0.01481837160267132,0.024674251889639873,0.02201943817618101
-0.03910080575441199,-0.041250207212227885,-0.04208063509046508,-0.04348334667163861,294.6825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.161152635568817,12.988837124634719,16.560606833060273,14.213324962805938,40.85776173935551,41.847390094221446,49.106338705774604,49.52578217326123,-196.7127621335918,-196.57426095611996,-191.23712617993425,-191.30946442326103,-0.0018852259259159836,-0.0010676392008968463,-0.0024251832188249027,0.0011422763369218227,34,34,36,36,0,0,0,0,61.76401775231616,60.36150104589155,75.22169481154562,73.28726366938982,5985.796704585912,5535.646939004757,7202.69085534488,7461.544116999649,ROAD,ROAD,ROAD,ROAD,61.062759399103854,61.062759399103854,74.25447924046772,74.25447924046772,0.0016709521809266216,0.00047768616408178343,0.0007091758060724906,-0.0009951277475298572,0.0016709521809266216,-0.00047768616408178343,0.0007091758060724906,0.0009951277475298572,0.12493932247081752,0.07074426714694226,0.16072643193678537,-0.07569058201779377,-66.27278605636026,-66.26231053350902,-66.27380380342528,-66.26290561312256,0.016243581490751453,0.015409717964636048,0.022580414366492697,0.024606821173933844
-0.03986379249663056,-0.04272358541185707,-0.042137150011021064,-0.044186108380250194,294.7825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.144885426817517,15.119942215092944,16.96137814425965,14.624257435069055,38.301781715967984,39.41663830460412,48.33283170643924,49.31767559932668,-197.30016549097556,-197.1697158263309,-191.58312363601635,-191.655461879343,-0.001703185527632375,-0.0010062224164428405,-0.0026029785774389675,0.0009113691827361632,34,34,36,36,0,0,0,0,63.09075700900052,61.77850839628929,75.52513010690937,73.61541784109582,6864.504728052951,6424.00484515752,7751.6218489837875,7567.572107277931,ROAD,ROAD,ROAD,ROAD,62.434632702644905,62.434632702644905,74.57027397400259,74.57027397400259,0.0016821064938717446,0.00025579402904450443,0.0006727163306563725,-0.0009520549770395644,0.0016821064938717446,-0.00025579402904450443,0.0006727163306563725,0.0009520549770395644,0.1130754041186135,0.06678506924391048,0.17281661015981076,-0.06048719944604297,-66.39047417098449,-66.37205215563596,-66.39171806918873,-66.36957211750351,0.018808663659820653,0.016529745817694605,0.026153639772168502,0.025241863160484584
-0.03845114203514223,-0.041401756542869456,-0.04140979663315559,-0.04375634163910047,294.8825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.927343577046104,12.282284325092569,16.314046910676787,14.019874244439505,42.00294076493005,43.218516993795866,51.41972497035546,52.51318631360621,-197.40403493676786,-197.23775577236128,-191.84921476292158,-191.92155300624842,-0.0015174535796424727,-0.000760549068277593,-0.002879309033986313,0.001217654284183898,34,34,36,36,0,0,0,0,61.62666624332586,59.86424382440636,75.02949287888156,73.18794330657569,6125.810257189142,5571.837533904616,6589.663509551209,6147.989750829906,ROAD,ROAD,ROAD,ROAD,60.74545503386611,60.74545503386611,74.10871809272862,74.10871809272862,0.0011471863130056918,-7.435219322110115e-06,0.0007185339471927766,-0.0009778702414332072,0.0011471863130056918,7.435219322110115e-06,0.0007185339471927766,0.0009778702414332072,0.10091422539327954,0.05057125448142763,0.19149446453266972,-0.08097132931847195,-66.50229653800247,-66.49307301793093,-66.50690602577693,-66.49776570571834,0.01650262627933541,0.014899031509046161,0.022353260178921724,0.019863477789891733
-0.039058855204896686,-0.04203902553825011,-0.04359374809786272,-0.044966012424746724,295.0025,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5074042015595,14.02601248004938,18.222614020857804,15.689972589791955,40.97394250236541,41.84764104247796,48.64711684986833,49.545934615362995,-197.62956359872743,-197.49786284351163,-192.2012821801544,-192.27362042348108,-0.0009860949866717433,-0.0001004827122182356,-0.002249382724686909,0.0013446464524472413,34,34,36,36,0,0,0,0,62.029296477220385,61.0447836919592,76.53354416936392,74.5045321907673,5680.175225979894,5200.96303235421,7452.719075293468,6838.34999493868,ROAD,ROAD,ROAD,ROAD,61.5370400845898,61.5370400845898,75.5190381800656,75.5190381800656,0.000647586018585525,-0.0005871072355330508,0.0005155713847554315,-0.0008062105377488862,0.000647586018585525,0.0005871072355330508,0.0005155713847554315,0.0008062105377488862,0.06570609343620504,0.006695527616916941,0.149887763053286,-0.08959983873121313,-66.63259932068435,-66.63362728347437,-66.6349521632551,-66.63445589514427,0.015646061150218795,0.013774059733849323,0.023825687541233286,0.022891806104453984
-0.039388857867922476,-0.04118806758349709,-0.04183718367893165,-0.042701417788631756,295.0825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31177648915644,13.267828356154922,15.964410253072048,13.733925698135634,40.88512164534278,41.642752950621755,50.05355194297495,50.881692893472106,-198.06932648892675,-198.07861456569,-192.48639303513693,-192.55873127846309,-0.0008236811867606581,-4.56655811615412e-05,-0.0020156802317320135,0.001612238904075118,34,34,36,36,0,0,0,0,61.87319557897941,60.52724702687934,74.72636965921797,72.91843525738395,6302.452005344727,6083.485936976389,7445.080365202936,7170.668199631942,ROAD,ROAD,ROAD,ROAD,61.20022130292938,61.20022130292938,73.82240245830096,73.82240245830096,0.0007798416678421917,-0.00044524940707714797,0.0007876747837271184,-0.0010354578506706358,0.0007798416678421917,0.00044524940707714797,0.0007876747837271184,0.0010354578506706358,0.054956676521125125,0.003046782282623006,0.13448297862163017,-0.10756984794049895,-66.72079558936008,-66.71944609063887,-66.71831889363301,-66.72072883613829,0.01733159169479048,0.01695339018191129,0.024666774622545094,0.024044681969627255
