camber_0,camber_1,camber_2,camber_3,elapsed_time,grip_fraction_0,grip_fraction_1,grip_fraction_2,grip_fraction_3,is_detached_0,is_detached_1,is_detached_2,is_detached_3,is_flat_0,is_flat_1,is_flat_2,is_flat_3,is_offroad,lap_number,lateral_force_0,lateral_force_1,lateral_force_2,lateral_force_3,longitudinal_force_0,longitudinal_force_1,longitudinal_force_2,longitudinal_force_3,position_vertical_0,position_vertical_1,position_vertical_2,position_vertical_3,ride_height_0,ride_height_1,ride_height_2,ride_height_3,rotation_0,rotation_1,rotation_2,rotation_3,slip_angle_fl,slip_angle_fr,slip_angle_rl,slip_angle_rr,static_radius_0,static_radius_1,static_radius_2,static_radius_3,surface_type_0,surface_type_1,surface_type_2,surface_type_3,suspension_deflection_0,suspension_deflection_1,suspension_deflection_2,suspension_deflection_3,suspension_force_0,suspension_force_1,suspension_force_2,suspension_force_3,terrain_name_0,terrain_name_1,terrain_name_2,terrain_name_3,third_spring_deflection_0,third_spring_deflection_1,third_spring_deflection_2,third_spring_deflection_3,toe_0,toe_1,toe_2,toe_3,toe_symmetric_0,toe_symmetric_1,toe_symmetric_2,toe_symmetric_3,velocity_lateral_0,velocity_lateral_1,velocity_lateral_2,velocity_lateral_3,velocity_longitudinal_0,velocity_longitudinal_1,velocity_longitudinal_2,velocity_longitudinal_3,vertical_deflection_0,vertical_deflection_1,vertical_deflection_2,vertical_deflection_3
-0.03898500002674322,-0.04136360993272631,-0.040234826763622854,-0.04305212791872059,293.0825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77679219941221,11.278595002022847,15.841171439824116,12.500701959245994,40.74932302302825,43.415749637893406,51.426404692251545,52.892339815835435,-190.83479559050832,-190.22910533770454,-185.24497629064862,-185.31731453397475,-0.0015404272332704024,-0.001100228863045764,-0.0025649265561777756,0.0013195916207885709,34,34,36,36,0,0,0,0,62.719221523605874,59.323317933553774,74.73307175075372,71.85459995259063,7867.011533079617,5208.424282951162,7173.207626001474,6473.233777944768,ROAD,ROAD,ROAD,ROAD,61.021269728579824,61.021269728579824,73.29383585167218,73.29383585167218,0.0019980866675787484,0.0007423278118829767,0.0007744149142980523,-0.0011640634767244487,0.0019980866675787484,-0.0007423278118829767,0.0007744149142980523,0.0011640634767244487,0.0988456485998972,0.07057805160309183,0.16459747304822958,-0.08465030929511119,-64.16763368035794,-64.14849264123194,-64.17225152030089,-64.14883121949224,0.015733030796828924,0.014307119678422636,0.024075477850169478,0.021772170696419367
-0.03811892988177508,-0.03953251488120053,-0.03924481230917883,-0.04190299176194316,293.1625,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91449982385147,10.13557872018275,13.364862497092995,12.707499917331203,45.958570750476575,47.09759285254375,49.85622074253418,52.863512463563715,-190.52104254541902,-190.42984906996242,-185.61313787036426,-185.68547611369016,-0.0019047814064982657,-0.001219813552278331,-0.002488710059838535,0.0009049300150629065,34,34,36,36,0,0,0,0,60.273126568490156,58.456180079052565,72.65165948971347,72.1070965201957,5202.899161539119,4769.863055256245,7300.84819947701,6656.954970975504,ROAD,ROAD,ROAD,ROAD,59.36465332377136,59.36465332377136,72.37937800495459,72.37937800495459,0.0016898411076203183,0.0007570503928225266,0.001069339270007149,-0.001136532160855283,0.0016898411076203183,-0.0007570503928225266,0.001069339270007149,0.001136532160855283,0.1224667062651017,0.07839321833708279,0.159994681404088,-0.05815882517545479,-64.29428475957825,-64.26652606790337,-64.28806379150161,-64.26884768102501,0.013151534248122066,0.01292305514099877,0.024045142362888936,0.02112167896559559
-0.03951705457179534,-0.04124479630767727,-0.04231620113407316,-0.04324239855465032,293.2825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.494835517707042,13.41018030004921,16.53387183827279,14.234378551072162,41.71119186103259,42.79483079233917,47.295041189632045,48.23157878155748,-191.13686763612444,-190.99005757398191,-186.1540742987461,-186.22641254207178,-0.0017013544898319833,-0.0007659810722356027,-0.0025707966963658246,0.0006339813533498536,34,34,36,36,0,0,0,0,61.999138599214184,60.66218280121416,75.17089917580027,73.2749829298518,5476.6342649172875,4928.787703939214,8455.714423927324,8336.853208986555,ROAD,ROAD,ROAD,ROAD,61.330660700214175,61.330660700214175,74.22294105282603,74.22294105282603,0.0013031539908336539,0.00010996027145124459,0.0007435625246343266,-0.0010200057643019662,0.0013031539908336539,-0.00010996027145124459,0.0007435625246343266,0.0010200057643019662,0.10966874778838775,0.04936388054662544,0.16570898597141515,-0.040852544642794086,-64.45960711175421,-64.44528811681613,-64.45808069881615,-64.4380768513395,0.014248367645024166,0.01329968311285164,0.027903878472143442,0.027633696919783415
-0.03814778714913341,-0.040677060872572654,-0.041183500788517,-0.04267792690880262,293.3625,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83563761243612,11.468229764629871,15.707626156749477,13.25088243581757,42.5010709865947,43.57537159660446,50.96993409171119,52.39933251008849,-191.55307796335194,-191.4980170873337,-186.40945930041116,-186.48179754373675,-0.0012884305291315803,-0.00035146154398261835,-0.002669797464747932,0.0012607941332358301,34,34,36,36,0,0,0,0,60.92488907725002,59.29674434183963,74.50088720818249,72.58791211819727,5565.376907508339,5345.520508921446,7236.014756560002,6214.764781852148,ROAD,ROAD,ROAD,ROAD,60.11081670954482,60.11081670954482,73.54439966318988,73.54439966318988,0.0007614348611042081,-0.00027567668833152544,0.0008110906252622704,-0.0010588735931735328,0.0007614348611042081,0.00027567668833152544,0.0008110906252622704,0.0010588735931735328,0.08319652771219754,0.022690899923492935,0.17238894039641917,-0.08140585447405879,-64.57195773789982,-64.56154130568456,-64.56989082009167,-64.56709243310581,0.016855738160444396,0.015237623454744529,0.024279230240779232,0.020118268085227528
-0.039764390373703475,-0.0416006497136367,-0.041807589167830755,-0.04265217486884856,293.4825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.771126988399724,14.261753756915335,15.887988239259416,13.714617249997781,39.668362608134835,40.50096240505674,48.98315580920162,50.02240630939406,-192.21067422875748,-192.18434775725703,-186.89887014801474,-186.97120839134115,-0.0015010411156947958,-0.0006331438324807284,-0.0020370478874892706,0.0013251357997480417,34,34,36,36,0,0,0,0,62.19278582879989,61.190228558427314,74.63514618058925,72.88818467449832,6121.868840492395,5940.519576283753,8227.616466345313,8112.162577166175,ROAD,ROAD,ROAD,ROAD,61.6915071936136,61.6915071936136,73.76166542754378,73.76166542754378,0.0015713949716735054,0.0002784898501010807,0.0008200859562937036,-0.001067336006056036,0.0015713949716735054,-0.0002784898501010807,0.0008200859562937036,0.001067336006056036,0.0971752148744871,0.04098258090418305,0.1318716819613126,-0.08576952067758015,-64.73849441950776,-64.72869721776222,-64.73657313990095,-64.72504213572292,0.016525400975409527,0.016123523382036146,0.026896134214853786,0.02672243294225842
-0.037438914296566574,-0.041498863443820845,-0.04153042578773709,-0.043887135134309835,293.5625,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.556169344829247,11.967859751811073,16.692308962011094,13.907652748781373,41.05734391445276,42.644514416961265,50.60425887707803,52.283234796236535,-192.73206701518953,-192.35000378612048,-187.2012164974123,-187.27355474073883,-0.00107329502215627,-0.0002618213755129155,-0.0023801906387015894,0.0015503774959068314,34,34,36,36,0,0,0,0,60.69064091380899,59.6580452718139,75.32709017078743,73.0983619815222,6706.772786718885,5421.107862096268,6834.196779204443,6093.626715416435,ROAD,ROAD,ROAD,ROAD,60.17434309281144,60.17434309281144,74.21272607615481,74.21272607615481,0.0008949951247158297,-0.00017915232961662365,0.0006822389787613849,-0.0009852076799859544,0.0008949951247158297,0.00017915232961662365,0.0006822389787613849,0.0009852076799859544,0.0696032853010804,0.016976797333486005,0.15436077672553594,-0.10053474553068042,-64.85007117098094,-64.84114183689437,-64.85215205669817,-64.84528138810937,0.01953453950060755,0.014918204878694954,0.022269088378916568,0.02076408149143235
-0.03923668528819554,-0.04066512465238988,-0.040616982646552335,-0.04132915070529692,293.6825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.881394831902899,13.424494511922505,14.121032228785898,12.80692246644304,39.61108317166626,40.14133323286143,51.94552668113536,52.3901305595271,-193.32592748911782,-193.35918148298782,-187.57828159927124,-187.650619842598,-0.0013032261955204854,-0.0006371386521106513,-0.00231934706362295,0.0014549319778212595,34,34,36,36,0,0,0,0,60.873612793637285,60.64226260262795,73.28024746395711,72.15957419063935,7038.170507217431,6944.059962402685,6914.766530453965,7148.316345245728,ROAD,ROAD,ROAD,ROAD,60.75793769813262,60.75793769813262,72.71991082729824,72.71991082729824,0.0013672031277994865,0.00013414333701098472,0.0009796378188730661,-0.00113941767358805,0.0013672031277994865,-0.00013414333701098472,0.0009796378188730661,0.00113941767358805,0.08472465856032407,0.04141612607162415,0.15079206585591454,-0.09456982945698211,-65.01143921609837,-65.00330866788954,-65.01476119380783,-64.99943926537715,0.019133483976366602,0.019130370038215862,0.022555270777400577,0.023249516694582004
-0.03989532348257604,-0.03957677819977887,-0.042814616522781575,-0.04084335704232885,293.7825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.998950065549346,12.497153810034318,15.696281355381009,13.040357630398233,41.69975333003897,41.90523603885771,51.55806847142025,52.751445506180964,-193.40600206149816,-193.59059097541112,-187.96300966755445,-188.03534791088117,-0.0009889879438253703,-0.0003938734783407605,-0.0022836363863219114,0.001616364406819814,34,34,36,36,0,0,0,0,61.022296269516495,59.96811049560041,74.50984733992038,72.3994910957338,5962.7601110097385,6858.756051767936,6799.62785296877,6652.0404742326355,ROAD,ROAD,ROAD,ROAD,60.49520338255846,60.49520338255846,73.45466921782709,73.45466921782709,0.0009768968382783952,-0.0001858646789287031,0.0008027074364918888,-0.0010941065339624603,0.0009768968382783952,0.0001858646789287031,0.0008027074364918888,0.0010941065339624603,0.06442664856032643,0.025657688033031256,0.14877591210640428,-0.10529129133007853,-65.14399690854805,-65.14195069519346,-65.1485737289596,-65.14075612525812,0.01567241599312699,0.019135837004961704,0.021930431288901164,0.02273246598767583
-0.03864716677626301,-0.04085817739253857,-0.041547143330911356,-0.04255381074683651,293.8825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.618855154293987,11.937257866447997,16.026952462041702,13.18699591511509,42.28197245797089,42.821403151294426,49.98110417136428,51.838389245194236,-193.55975429209164,-193.81809567274388,-188.3657600233808,-188.43809826670793,-0.0009731307064288235,-0.0002444132218422009,-0.0019788240790973265,0.0017313098004006684,34,34,36,36,0,0,0,0,61.46165415249705,59.59752987281808,74.74736592661607,72.52948346269022,5422.454209810846,6016.314210669895,7467.588295384918,6511.755044528661,ROAD,ROAD,ROAD,ROAD,60.52959201265756,60.52959201265756,73.63842469465315,73.63842469465315,0.000935634774286683,-0.00018895769148415958,0.0007826123534896641,-0.0010725805206443393,0.000935634774286683,0.00018895769148415958,0.0007826123534896641,0.0010725805206443393,0.06352412280474606,0.015954167740007463,0.12917426063628223,-0.11301312239844563,-65.27807861059932,-65.27538609436922,-65.27820911229567,-65.27601787723067,0.014378827917348775,0.0160791426517801,0.024254600296335603,0.021728531795222276
-0.038667025142883664,-0.04058154751623277,-0.04102694103139804,-0.04177918526425871,293.9825,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93896173823294,12.152143855950756,14.890556911657832,12.957556827581865,41.510143856046845,42.37293151426547,51.50501956543699,52.61604126588412,-194.24800339108657,-194.2131538908014,-188.7046369268398,-188.77697517016665,0.0007127538553366246,0.0014223991709076133,-0.0019559899003753424,0.001876881896324811,34,34,36,36,0,0,0,0,60.95189032353987,59.7729201773764,73.87520456322282,72.30950424901378,6485.756187430511,5961.177414526701,7164.7621276500395,6648.701733893104,ROAD,ROAD,ROAD,ROAD,60.36240525045813,60.36240525045813,73.0923544061183,73.0923544061183,-0.0007812835538333751,-0.0019136672005181218,0.0009030534759032888,-0.0011037987864989378,-0.0007812835538333751,0.0019136672005181218,0.0009030534759032888,0.0011037987864989378,-0.046614359741016465,-0.0930444719876693,0.12792839795447364,-0.1227712376235699,-65.4003503430442,-65.4137116647058,-65.40332073440008,-65.41226366051376,0.017613756362009247,0.016268487015435474,0.023482848443610024,0.022360200085197963
