elapsed_time,lap_number,speed_kph,gear,rpm,throttle,brake,steering,pos_x,pos_y,pos_z,acc_x,acc_y,acc_z,sector,lap_dist,path_lateral,track_edge,surface_fl,surface_fr,surface_rl,surface_rr,lap_valid
224.1825,1,108.53374404533443,1,6768.56519979874,1.0,0.0,-0.011470824480056763,-299.04473876953125,26.161163330078125,961.1768798828125,0.8543267250061035,-0.12703242897987366,-7.275369644165039,0,332.0057373046875,-6.69761323928833,-9.22499942779541,0,0,0,0,True
224.3025,1,111.54587489731817,1,6952.237037096685,1.0,0.0,-0.019704092293977737,-295.7553405761719,25.933956146240234,959.5686645507812,1.0861921310424805,-0.24221989512443542,-6.825477123260498,0,337.92156982421875,-6.5546956062316895,-9.22499942779541,0,0,0,0,True
224.3825,1,113.48640703471429,1,7056.868395356867,1.0,0.0,-0.023359863087534904,-293.50927734375,25.780475616455078,958.4802856445312,1.4322834014892578,-0.19383735954761505,-6.670576095581055,0,337.92156982421875,-6.5546956062316895,-9.22499942779541,0,0,0,0,True
224.5025,1,115.89512284689758,1,6938.999511214715,1.0,0.0,-0.015579119324684143,-290.0621643066406,25.54542350769043,956.8306274414062,1.2832467555999756,-0.22293850779533386,1.5116336345672607,0,344.131103515625,-6.436516284942627,-9.22499942779541,0,0,0,0,True
224.6025,1,115.99574049118043,2,5909.912430680844,0.07934065770081256,0.0,-0.0030375353526324034,-287.15887451171875,25.348295211791992,955.457763671875,0.8277615308761597,0.10326069593429565,-2.54670786857605,0,350.56365966796875,-6.3418121337890625,-9.199999809265137,0,0,0,0,True
224.6825,1,117.66813175931155,2,5863.95585802025,1.0,0.0,0.003586617996916175,-284.81488037109375,25.190738677978516,954.3561401367188,0.1186833381652832,-0.49978625774383545,-6.240931987762451,0,350.56365966796875,-6.3418121337890625,-9.199999809265137,0,0,0,0,True
224.8025,1,120.40832213796949,2,5998.214864799197,1.0,0.0,0.001591479405760765,-281.2305603027344,24.946056365966797,952.6712646484375,-0.47489237785339355,0.20742519199848175,-6.091901779174805,0,357.121826171875,-6.2799272537231445,-9.149999618530273,0,0,0,0,True
224.8825,1,122.21222955523359,2,6091.86779590577,1.0,0.0,0.0035434903111308813,-278.79693603515625,24.78080177307129,951.5231323242188,-0.23941564559936523,0.03129954636096954,-6.1326904296875,0,357.121826171875,-6.2799272537231445,-9.149999618530273,0,0,0,0,True
225.0025,1,124.88677348702609,2,6222.214761749538,1.0,0.0,0.0032662400044500828,-275.0810852050781,24.526880264282227,949.7645874023438,-0.2214653491973877,0.07596822082996368,-6.11823844909668,0,363.9333801269531,-6.204206466674805,-9.149999618530273,0,0,0,0,True
225.0825,1,126.6304961154445,2,6311.5220168709075,1.0,0.0,-0.0005154090467840433,-272.5610656738281,24.353538513183594,948.568603515625,-0.4212944507598877,0.5497108101844788,-5.964883327484131,0,363.9333801269531,-6.204206466674805,-9.149999618530273,0,0,0,0,True
225.20250000000001,1,129.22711436747687,2,6425.438061081239,1.0,0.0,0.0016252592904493213,-268.7174377441406,24.091747283935547,946.7398071289062,-0.12923645973205566,-0.6513310670852661,-5.826786518096924,0,370.9796142578125,-6.116761207580566,-9.175000190734863,0,0,0,0,True
225.3025,1,131.3326058495305,2,6529.735450411765,1.0,0.0,0.0034882526379078627,-265.45623779296875,23.86484146118164,945.1871337890625,0.03436779975891113,0.11027607321739197,-5.770322799682617,0,370.9796142578125,-6.116761207580566,-9.175000190734863,0,0,0,0,True
225.4025,1,133.4051710142068,2,6633.286218103738,1.0,0.0,0.004228861071169376,-262.143310546875,23.632658004760742,943.608642578125,-0.6329236030578613,0.5215307474136353,-5.648144721984863,0,378.2662048339844,-6.037206649780273,-9.175000190734863,0,0,0,0,True
225.5025,1,135.44091009243124,2,6737.837726899064,1.0,0.0,0.007098665460944176,-258.7810363769531,23.40155601501465,942.0007934570312,-0.9976484775543213,0.02638646960258484,-5.563745975494385,0,378.2662048339844,-6.037206649780273,-9.175000190734863,0,0,0,0,True
225.6025,1,137.44355446796212,2,6824.196963091629,1.0,0.0,0.007770651485770941,-255.3715362548828,23.168102264404297,940.3617553710938,-0.7556256055831909,-0.7218838930130005,-5.537906169891357,0,385.7756042480469,-5.950977802276611,-9.300000190734863,0,0,0,0,True
