ambient_temperature,blue_flag,elapsed,elapsed_time,end,green_flag,in_countdown,in_formation,in_race,lap_number,lap_type,pit_open,raininess,remaining,session_type,start,start_lights,track_name,track_temperature,wetness_0,wetness_1,wetness_2,wetness_average,wetness_maximum,wetness_minimum,yellow_flag
25.0,False,3639.4,3639.4725000000003,10505.0,True,False,False,False,7,False,True,0.0,6865.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3639.4,3639.5725,10505.0,True,False,False,False,7,False,True,0.0,6865.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3639.6,3639.6925,10505.0,True,False,False,False,7,False,True,0.0,6865.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3639.6,3639.7925,10505.0,True,False,False,False,7,False,True,0.0,6865.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3639.8,3639.8725,10505.0,True,False,False,False,7,False,True,0.0,6865.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3639.8,3639.9925000000003,10505.0,True,False,False,False,7,False,True,0.0,6865.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.0,3640.0725,10505.0,True,False,False,False,7,False,True,0.0,6865.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.0,3640.1925,10505.0,True,False,False,False,7,False,True,0.0,6865.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.2000000000003,3640.2725,10505.0,True,False,False,False,7,False,True,0.0,6864.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.2000000000003,3640.3925,10505.0,True,False,False,False,7,False,True,0.0,6864.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.4,3640.4725000000003,10505.0,True,False,False,False,7,False,True,0.0,6864.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.4,3640.5925,10505.0,True,False,False,False,7,False,True,0.0,6864.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.6,3640.6925,10505.0,True,False,False,False,7,False,True,0.0,6864.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.8,3640.7925,10505.0,True,False,False,False,7,False,True,0.0,6864.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3640.8,3640.8925,10505.0,True,False,False,False,7,False,True,0.0,6864.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.0,3640.9925000000003,10505.0,True,False,False,False,7,False,True,0.0,6864.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.0,3641.0925,10505.0,True,False,False,False,7,False,True,0.0,6864.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.2000000000003,3641.1925,10505.0,True,False,False,False,7,False,True,0.0,6863.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.2000000000003,3641.2925,10505.0,True,False,False,False,7,False,True,0.0,6863.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.4,3641.3925,10505.0,True,False,False,False,7,False,True,0.0,6863.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.4,3641.4925000000003,10505.0,True,False,False,False,7,False,True,0.0,6863.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.6,3641.5925,10505.0,True,False,False,False,7,False,True,0.0,6863.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.6,3641.6925,10505.0,True,False,False,False,7,False,True,0.0,6863.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.6,3641.7925,10505.0,True,False,False,False,7,False,True,0.0,6863.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3641.8,3641.8925,10505.0,True,False,False,False,7,False,True,0.0,6863.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.0,3642.0125000000003,10505.0,True,False,False,False,7,False,True,0.0,6863.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.0,3642.0925,10505.0,True,False,False,False,7,False,True,0.0,6863.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.2000000000003,3642.2125,10505.0,True,False,False,False,7,False,True,0.0,6862.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.2000000000003,3642.2925,10505.0,True,False,False,False,7,False,True,0.0,6862.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.2000000000003,3642.3925,10505.0,True,False,False,False,7,False,True,0.0,6862.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.4,3642.4925000000003,10505.0,True,False,False,False,7,False,True,0.0,6862.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.6,3642.5925,10505.0,True,False,False,False,7,False,True,0.0,6862.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.6,3642.7125,10505.0,True,False,False,False,7,False,True,0.0,6862.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.8,3642.7925,10505.0,True,False,False,False,7,False,True,0.0,6862.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3642.8,3642.9125,10505.0,True,False,False,False,7,False,True,0.0,6862.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.0,3642.9925000000003,10505.0,True,False,False,False,7,False,True,0.0,6862.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.0,3643.1125,10505.0,True,False,False,False,7,False,True,0.0,6862.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.2000000000003,3643.2125,10505.0,True,False,False,False,7,False,True,0.0,6861.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.2000000000003,3643.3125,10505.0,True,False,False,False,7,False,True,0.0,6861.799999999999,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.4,3643.4125,10505.0,True,False,False,False,7,False,True,0.0,6861.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.4,3643.5125000000003,10505.0,True,False,False,False,7,False,True,0.0,6861.6,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.6,3643.6125,10505.0,True,False,False,False,7,False,True,0.0,6861.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.6,3643.7125,10505.0,True,False,False,False,7,False,True,0.0,6861.4,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.8,3643.8125,10505.0,True,False,False,False,7,False,True,0.0,6861.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3643.8,3643.8925,10505.0,True,False,False,False,7,False,True,0.0,6861.2,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3644.0,3644.0125000000003,10505.0,True,False,False,False,7,False,True,0.0,6861.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
25.0,False,3644.0,3644.1125,10505.0,True,False,False,False,7,False,True,0.0,6861.0,1,43200.0,6,Lusail International Circuit,41.38269901692769,0.0,0.0,0.0,0.0,0.0,0.0,False
