auto_clutch,drs_status,elapsed_time,headlights,ignition_starter,lap_number,speed_limiter
False,0,3639.4725000000003,False,1,7,0
False,0,3639.5725,False,1,7,0
False,0,3639.6925,False,1,7,0
False,0,3639.7925,False,1,7,0
False,0,3639.8725,False,1,7,0
False,0,3639.9925000000003,False,1,7,0
False,0,3640.0725,False,1,7,0
False,0,3640.1925,False,1,7,0
False,0,3640.2725,False,1,7,0
False,0,3640.3925,False,1,7,0
False,0,3640.4725000000003,False,1,7,0
False,0,3640.5925,False,1,7,0
False,0,3640.6925,False,1,7,0
False,0,3640.7925,False,1,7,0
False,0,3640.8925,False,1,7,0
False,0,3640.9925000000003,False,1,7,0
False,0,3641.0925,False,1,7,0
False,0,3641.1925,False,1,7,0
False,0,3641.2925,False,1,7,0
False,0,3641.3925,False,1,7,0
False,0,3641.4925000000003,False,1,7,0
False,0,3641.5925,False,1,7,0
False,0,3641.6925,False,1,7,0
False,0,3641.7925,False,1,7,0
False,0,3641.8925,False,1,7,0
False,0,3642.0125000000003,False,1,7,0
False,0,3642.0925,False,1,7,0
False,0,3642.2125,False,1,7,0
False,0,3642.2925,False,1,7,0
False,0,3642.3925,False,1,7,0
False,0,3642.4925000000003,False,1,7,0
False,0,3642.5925,False,1,7,0
False,0,3642.7125,False,1,7,0
False,0,3642.7925,False,1,7,0
False,0,3642.9125,False,1,7,0
False,0,3642.9925000000003,False,1,7,0
False,0,3643.1125,False,1,7,0
False,0,3643.2125,False,1,7,0
False,0,3643.3125,False,1,7,0
False,0,3643.4125,False,1,7,0
False,0,3643.5125000000003,False,1,7,0
False,0,3643.6125,False,1,7,0
False,0,3643.7125,False,1,7,0
False,0,3643.8125,False,1,7,0
False,0,3643.8925,False,1,7,0
False,0,3644.0125000000003,False,1,7,0
False,0,3644.1125,False,1,7,0
False,0,3644.2125,False,1,7,0
False,0,3644.3125,False,1,7,0
False,0,3644.4125,False,1,7,0
False,0,3644.5125000000003,False,1,7,0
False,0,3644.6125,False,1,7,0
False,0,3644.7125,False,1,7,0
False,0,3644.8125,False,1,7,0
False,0,3644.9125,False,1,7,0
False,0,3645.0325000000003,False,1,7,0
False,0,3645.1125,False,1,7,0
False,0,3645.2325,False,1,7,0
False,0,3645.3125,False,1,7,0
False,0,3645.4125,False,1,7,0
False,0,3645.5125000000003,False,1,7,0
False,0,3645.6125,False,1,7,0
False,0,3645.7325,False,1,7,0
False,0,3645.8125,False,1,7,0
False,0,3645.9325000000003,False,1,7,0
False,0,3646.0125000000003,False,1,7,0
False,0,3646.1325,False,1,7,0
False,0,3646.2325,False,1,7,0
False,0,3646.3325,False,1,7,0
False,0,3646.4325000000003,False,1,7,0
False,0,3646.5325000000003,False,1,7,0
False,0,3646.6325,False,1,7,0
False,0,3646.7325,False,1,7,0
False,0,3646.8325,False,1,7,0
False,0,3646.9325000000003,False,1,7,0
False,0,3647.0325000000003,False,1,7,0
False,0,3647.1325,False,1,7,0
False,0,3647.2325,False,1,7,0
False,0,3647.3325,False,1,7,0
False,0,3647.4325000000003,False,1,7,0
False,0,3647.5325000000003,False,1,7,0
False,0,3647.6325,False,1,7,0
False,0,3647.7325,False,1,7,0
False,0,3647.8325,False,1,7,0
False,0,3647.9525000000003,False,1,7,0
False,0,3648.0325000000003,False,1,7,0
False,0,3648.1525,False,1,7,0
False,0,3648.2325,False,1,7,0
False,0,3648.3525,False,1,7,0
False,0,3648.4325000000003,False,1,7,0
False,0,3648.5325000000003,False,1,7,0
False,0,3648.6325,False,1,7,0
False,0,3648.7325,False,1,7,0
False,0,3648.8525,False,1,7,0
False,0,3648.9325000000003,False,1,7,0
False,0,3649.0525000000002,False,1,7,0
False,0,3649.1325,False,1,7,0
False,0,3649.2525,False,1,7,0
False,0,3649.3325,False,1,7,0
False,0,3649.4525000000003,False,1,7,0
False,0,3649.5525000000002,False,1,7,0
False,0,3649.6525,False,1,7,0
False,0,3649.7525,False,1,7,0
False,0,3649.8525,False,1,7,0
False,0,3649.9525000000003,False,1,7,0
False,0,3650.0525000000002,False,1,7,0
False,0,3650.1525,False,1,7,0
False,0,3650.2525,False,1,7,0
False,0,3650.3525,False,1,7,0
False,0,3650.4525000000003,False,1,7,0
False,0,3650.5525000000002,False,1,7,0
False,0,3650.6525,False,1,7,0
False,0,3650.7525,False,1,7,0
False,0,3650.8525,False,1,7,0
False,0,3650.9525000000003,False,1,7,0
False,0,3651.0525000000002,False,1,7,0
False,0,3651.1525,False,1,7,0
False,0,3651.2525,False,1,7,0
False,0,3651.3525,False,1,7,0
False,0,3651.4525000000003,False,1,7,0
False,0,3651.5525000000002,False,1,7,0
False,0,3651.6525,False,1,7,0
False,0,3651.7725,False,1,7,0
False,0,3651.8525,False,1,7,0
False,0,3651.9725000000003,False,1,7,0
False,0,3652.0525000000002,False,1,7,0
False,0,3652.1725,False,1,7,0
False,0,3652.2525,False,1,7,0
False,0,3652.3725,False,1,7,0
False,0,3652.4525000000003,False,1,7,0
False,0,3652.5725,False,1,7,0
False,0,3652.6725,False,1,7,0
False,0,3652.7725,False,1,7,0
False,0,3652.8725,False,1,7,0
False,0,3652.9725000000003,False,1,7,0
False,0,3653.0725,False,1,7,0
False,0,3653.1725,False,1,7,0
False,0,3653.2725,False,1,7,0
False,0,3653.3725,False,1,7,0
False,0,3653.4725000000003,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
False,0,3653.5525000000002,False,1,7,0
