bias_front,elapsed_time,lap_number,pressure_0,pressure_1,pressure_2,pressure_3,temperature_0,temperature_1,temperature_2,temperature_3
0.565,402.0725,2,0.0,0.0,0.0,0.0,329.7143291047628,324.9331709695889,291.62460649080856,289.6613822076904
