behind_leader,behind_next,best_laptime,best_sector1,best_sector2,current_laptime,current_sector1,current_sector2,elapsed,elapsed_time,estimated_laptime,estimated_time_into,lap_number,last_laptime,last_sector1,last_sector2,start
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.2349658203124818,-1.0,-1.0,1111.0825,1111.0825,138.9021759033203,0.09980794042348862,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.33496582031261823,-1.0,-1.0,1111.1825000000001,1111.1825000000001,138.9021759033203,0.09980794042348862,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.4349658203125273,-1.0,-1.0,1111.2825,1111.2825,138.9021759033203,0.2866595685482025,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.5549658203126455,-1.0,-1.0,1111.4025000000001,1111.4025000000001,138.9021759033203,0.4715885519981384,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.6349658203125728,-1.0,-1.0,1111.4825,1111.4825,138.9021759033203,0.4715885519981384,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.754965820312691,-1.0,-1.0,1111.6025000000002,1111.6025000000002,138.9021759033203,0.6562809348106384,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.8349658203126182,-1.0,-1.0,1111.6825000000001,1111.6825000000001,138.9021759033203,0.6562809348106384,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,0.9549658203125091,-1.0,-1.0,1111.8025,1111.8025,138.9021759033203,0.8419775366783142,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,1.0549658203126455,-1.0,-1.0,1111.9025000000001,1111.9025000000001,138.9021759033203,0.8419775366783142,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,1.1549658203125546,-1.0,-1.0,1112.0025,1112.0025,138.9021759033203,1.0286451578140259,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,1.254965820312691,-1.0,-1.0,1112.1025000000002,1112.1025000000002,138.9021759033203,1.0286451578140259,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,1.3549658203126,-1.0,-1.0,1112.2025,1112.2025,138.9021759033203,1.2156686782836914,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,1.454965820312509,-1.0,-1.0,1112.3025,1112.3025,138.9021759033203,1.2156686782836914,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
0.0,0.0,150.01214599609375,38.907501220703125,108.16229248046875,1.5549658203126455,-1.0,-1.0,1112.4025000000001,1112.4025000000001,138.9021759033203,1.402834415435791,8,150.01214599609375,41.49725341796875,108.16229248046875,1110.8475341796875
