elapsed_time,gear,gear_max,lap_number,oil_temperature,rpm,rpm_max,torque,turbo,water_temperature
293.0825,5,6,2,0.0,8541.502501327419,9400.0,0.0,101325.0,0.0
293.1625,5,6,2,0.0,8558.47488393058,9400.0,0.0,101325.0,0.0
293.2825,5,6,2,0.0,8583.411813521107,9400.0,0.0,101325.0,0.0
293.3625,5,6,2,0.0,8595.18523826643,9400.0,0.0,101325.0,0.0
293.4825,5,6,2,0.0,8617.747083409571,9400.0,0.0,101325.0,0.0
293.5625,5,6,2,0.0,8631.685186348168,9400.0,0.0,101325.0,0.0
293.6825,5,6,2,0.0,8649.068473131796,9400.0,0.0,101325.0,0.0
293.7825,5,6,2,0.0,8666.804379814974,9400.0,0.0,101325.0,0.0
293.8825,5,6,2,0.0,8685.371420344034,9400.0,0.0,101325.0,0.0
293.9825,5,6,2,0.0,8700.993356158337,9400.0,0.0,101325.0,0.0
294.0825,5,6,2,0.0,8720.587365717161,9400.0,0.0,101325.0,0.0
294.1825,5,6,2,0.0,8736.268751497999,9400.0,0.0,101325.0,0.0
294.2825,5,6,2,0.0,8752.530648716775,9400.0,0.0,101325.0,0.0
294.3825,5,6,2,0.0,8769.955317339853,9400.0,0.0,101325.0,0.0
294.4825,5,6,2,0.0,8783.968024158024,9400.0,0.0,101325.0,0.0
294.5825,5,6,2,0.0,8799.95540241368,9400.0,0.0,101325.0,0.0
294.6825,5,6,2,0.0,8817.742016421254,9400.0,0.0,101325.0,0.0
294.7825,5,6,2,0.0,8833.692092737123,9400.0,0.0,101325.0,0.0
294.8825,5,6,2,0.0,8845.959185341817,9400.0,0.0,101325.0,0.0
295.0025,5,6,2,0.0,8862.189609048897,9400.0,0.0,101325.0,0.0
295.0825,5,6,2,0.0,8875.333297238589,9400.0,0.0,101325.0,0.0
295.2025,5,6,2,0.0,8888.875649909756,9400.0,0.0,101325.0,0.0
295.2825,5,6,2,0.0,8909.040262578765,9400.0,0.0,101325.0,0.0
295.40250000000003,5,6,2,0.0,8921.309103711885,9400.0,0.0,101325.0,0.0
295.5025,5,6,2,0.0,8933.760374644278,9400.0,0.0,101325.0,0.0
295.6025,5,6,2,0.0,8947.648935944097,9400.0,0.0,101325.0,0.0
295.7025,6,6,2,0.0,7851.563491652817,9400.0,0.0,101325.0,0.0
295.8025,6,6,2,0.0,7866.756455159566,9400.0,0.0,101325.0,0.0
295.90250000000003,6,6,2,0.0,7881.610786994185,9400.0,0.0,101325.0,0.0
296.0025,6,6,2,0.0,7888.769845219275,9400.0,0.0,101325.0,0.0
296.1025,6,6,2,0.0,7904.039743976836,9400.0,0.0,101325.0,0.0
296.1825,6,6,2,0.0,7912.425103472428,9400.0,0.0,101325.0,0.0
296.3025,6,6,2,0.0,7923.3236811611805,9400.0,0.0,101325.0,0.0
296.40250000000003,6,6,2,0.0,7938.052118949018,9400.0,0.0,101325.0,0.0
296.5025,6,6,2,0.0,7949.818549580632,9400.0,0.0,101325.0,0.0
296.6025,6,6,2,0.0,7961.143768205699,9400.0,0.0,101325.0,0.0
296.7025,6,6,2,0.0,7972.449170175256,9400.0,0.0,101325.0,0.0
