behind_leader,behind_next,completed_laps,distance,elapsed_time,lap_number,maximum,number,progress,sector_index,track_length
0,0,2,2.1664743423461914,293.0825,2,2147483647,2,0.0003747810751240629,0,5780.6396484375
0,0,2,2.1664743423461914,293.1625,2,2147483647,2,0.0003747810751240629,0,5780.6396484375
0,0,2,14.990537643432617,293.2825,2,2147483647,2,0.0025932316413261537,0,5780.6396484375
0,0,2,14.990537643432617,293.3625,2,2147483647,2,0.0025932316413261537,0,5780.6396484375
0,0,2,27.8684139251709,293.4825,2,2147483647,2,0.004820991381585894,0,5780.6396484375
0,0,2,27.8684139251709,293.5625,2,2147483647,2,0.004820991381585894,0,5780.6396484375
0,0,2,40.81016540527344,293.6825,2,2147483647,2,0.0070598009713863374,0,5780.6396484375
0,0,2,40.81016540527344,293.7825,2,2147483647,2,0.0070598009713863374,0,5780.6396484375
0,0,2,53.81547546386719,293.8825,2,2147483647,2,0.009309605638264174,0,5780.6396484375
0,0,2,53.81547546386719,293.9825,2,2147483647,2,0.009309605638264174,0,5780.6396484375
0,0,2,66.87370300292969,294.0825,2,2147483647,2,0.011568564565515785,0,5780.6396484375
0,0,2,66.87370300292969,294.1825,2,2147483647,2,0.011568564565515785,0,5780.6396484375
0,0,2,79.98574829101562,294.2825,2,2147483647,2,0.013836833491711541,0,5780.6396484375
0,0,2,79.98574829101562,294.3825,2,2147483647,2,0.013836833491711541,0,5780.6396484375
0,0,2,93.14653778076172,294.4825,2,2147483647,2,0.016113534737620103,0,5780.6396484375
0,0,2,93.14653778076172,294.5825,2,2147483647,2,0.016113534737620103,0,5780.6396484375
0,0,2,106.3515625,294.6825,2,2147483647,2,0.018397888290571218,0,5780.6396484375
0,0,2,106.3515625,294.7825,2,2147483647,2,0.018397888290571218,0,5780.6396484375
0,0,2,119.60404205322266,294.8825,2,2147483647,2,0.020690451113926724,0,5780.6396484375
0,0,2,132.90162658691406,295.0025,2,2147483647,2,0.022990816703621582,0,5780.6396484375
0,0,2,132.90162658691406,295.0825,2,2147483647,2,0.022990816703621582,0,5780.6396484375
0,0,2,146.24618530273438,295.2025,2,2147483647,2,0.025299308415162074,0,5780.6396484375
0,0,2,146.24618530273438,295.2825,2,2147483647,2,0.025299308415162074,0,5780.6396484375
0,0,2,159.63462829589844,295.40250000000003,2,2147483647,2,0.02761539172209904,0,5780.6396484375
0,0,2,159.63462829589844,295.5025,2,2147483647,2,0.02761539172209904,0,5780.6396484375
0,0,2,173.0658416748047,295.6025,2,2147483647,2,0.029938873930947102,0,5780.6396484375
0,0,2,173.0658416748047,295.7025,2,2147483647,2,0.029938873930947102,0,5780.6396484375
0,0,2,186.51986694335938,295.8025,2,2147483647,2,0.0322663023967902,0,5780.6396484375
0,0,2,186.51986694335938,295.90250000000003,2,2147483647,2,0.0322663023967902,0,5780.6396484375
0,0,2,200.01492309570312,296.0025,2,2147483647,2,0.034600828845950796,0,5780.6396484375
0,0,2,200.01492309570312,296.1025,2,2147483647,2,0.034600828845950796,0,5780.6396484375
0,0,2,200.01492309570312,296.1825,2,2147483647,2,0.034600828845950796,0,5780.6396484375
0,0,2,213.55194091796875,296.3025,2,2147483647,2,0.03694261429627283,0,5780.6396484375
0,0,2,227.13174438476562,296.40250000000003,2,2147483647,2,0.039291801288142754,0,5780.6396484375
0,0,2,227.13174438476562,296.5025,2,2147483647,2,0.039291801288142754,0,5780.6396484375
0,0,2,240.75343322753906,296.6025,2,2147483647,2,0.04164823408299018,0,5780.6396484375
0,0,2,240.75343322753906,296.7025,2,2147483647,2,0.04164823408299018,0,5780.6396484375
0,0,2,254.41494750976562,296.8025,2,2147483647,2,0.04401155632984901,0,5780.6396484375
0,0,2,254.41494750976562,296.90250000000003,2,2147483647,2,0.04401155632984901,0,5780.6396484375
0,0,2,268.11553955078125,297.0025,2,2147483647,2,0.046381638686516735,0,5780.6396484375
0,0,2,268.11553955078125,297.1025,2,2147483647,2,0.046381638686516735,0,5780.6396484375
0,0,2,281.854736328125,297.2025,2,2147483647,2,0.04875839932425298,0,5780.6396484375
0,0,2,281.854736328125,297.3025,2,2147483647,2,0.04875839932425298,0,5780.6396484375
0,0,2,295.63616943359375,297.40250000000003,2,2147483647,2,0.051142466476612816,0,5780.6396484375
0,0,2,295.63616943359375,297.5025,2,2147483647,2,0.051142466476612816,0,5780.6396484375
0,0,2,309.4601135253906,297.6225,2,2147483647,2,0.05353388765705839,0,5780.6396484375
0,0,2,309.4601135253906,297.7025,2,2147483647,2,0.05353388765705839,0,5780.6396484375
0,0,2,323.32373046875,297.8225,2,2147483647,2,0.0559321718931475,0,5780.6396484375
0,0,2,323.32373046875,297.9225,2,2147483647,2,0.0559321718931475,0,5780.6396484375
0,0,2,337.2229919433594,298.0025,2,2147483647,2,0.05833662232076866,0,5780.6396484375
0,0,2,337.2229919433594,298.1225,2,2147483647,2,0.05833662232076866,0,5780.6396484375
0,0,2,351.15411376953125,298.2025,2,2147483647,2,0.06074658430999894,0,5780.6396484375
0,0,2,351.15411376953125,298.3225,2,2147483647,2,0.06074658430999894,0,5780.6396484375
0,0,2,365.1181335449219,298.40250000000003,2,2147483647,2,0.0631622373561398,0,5780.6396484375
0,0,2,365.1181335449219,298.5225,2,2147483647,2,0.0631622373561398,0,5780.6396484375
