accel_lateral,accel_longitudinal,accel_vertical,anti_stall_activated,class_name,clutch_rpm,damage_severity_0,damage_severity_1,damage_severity_2,damage_severity_3,damage_severity_4,damage_severity_5,damage_severity_6,damage_severity_7,downforce_front,downforce_rear,driver_name,elapsed_time,finish_state,fuel,impact_magnitude,impact_position_0,impact_position_1,impact_time,in_garage,in_pits,is_detached,is_driving,is_player,lap_number,number_penalties,number_pitstops,orientation_yaw_radians,overheating,path_lateral,physics_to_graphics_offset_0,physics_to_graphics_offset_1,physics_to_graphics_offset_2,pit_request,place,player_index,position_lateral,position_longitudinal,position_vertical,position_xyz_0,position_xyz_1,position_xyz_2,qualification,rotation_lateral,rotation_longitudinal,rotation_vertical,rotational_acceleration_lateral,rotational_acceleration_longitudinal,rotational_acceleration_vertical,same_class,scheduled_stops,slot_id,speed,tank_capacity,total_vehicles,track_edge,vehicle_name,velocity_lateral,velocity_longitudinal,velocity_vertical
1.1357735395431519,-1.219588041305542,0.07637801021337509,False,GT3,8720.587426103451,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.0825,0,79.00230042422528,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0638671421674397,False,2.7230613231658936,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,388.3633117675781,-298.5147399902344,-1.7131434679031372,-298.5147399902344,-1.7131434679031372,-388.3633117675781,17,-0.004947226960211992,0.001515033538453281,-0.030363937839865685,-0.31598031520843506,-0.6693190932273865,-0.11115219444036484,True,255,0,65.53558917764873,117.0,24,5.925000190734863,Iron Dames 2025 #85:LM,-0.040589332580566406,-65.5351791381836,0.2282470017671585
1.4149786233901978,-1.35762619972229,-0.38408294320106506,False,GT3,8736.268926760456,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.1825,0,78.99837602817166,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.066979451653998,False,2.7230613231658936,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,381.8230895996094,-298.0086669921875,-1.6801725625991821,-298.0086669921875,-1.6801725625991821,-381.8230895996094,17,0.0016784985782578588,0.017817232757806778,-0.03229020908474922,-0.09597472846508026,0.5508294701576233,0.08642101287841797,True,255,0,65.66224645811762,117.0,24,5.925000190734863,Iron Dames 2025 #85:LM,-0.0991220474243164,-65.6617202758789,0.2434649020433426
1.8480902910232544,-1.1786918640136719,0.7832077145576477,False,GT3,8752.5305788118,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.2825,0,78.99445115274797,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0697654162289196,False,2.473555326461792,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,375.2690124511719,-297.5177001953125,-1.6497865915298462,-297.5177001953125,-1.6497865915298462,-375.2690124511719,17,0.01453558262437582,-0.014551983214914799,-0.028050245717167854,0.7063466906547546,-0.6721521019935608,0.0551014244556427,True,255,0,65.78583334813166,117.0,24,5.974999904632568,Iron Dames 2025 #85:LM,-0.10698604583740234,-65.78530883789062,0.239925816655159
1.3847193717956543,-1.0932801961898804,1.6952918767929077,False,GT3,8769.955370031339,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.3825,0,78.99052578363786,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.071981232012332,False,2.473555326461792,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,368.701416015625,-297.0436096191406,-1.6177970170974731,-297.0436096191406,-1.6177970170974731,-368.701416015625,17,0.004197496455162764,0.0013993707252666354,-0.0167823676019907,1.1491692066192627,0.4809432327747345,0.15027116239070892,True,255,0,65.90659168840996,117.0,24,5.974999904632568,Iron Dames 2025 #85:LM,-0.08855962753295898,-65.90604400634766,0.25367027521133423
0.38215839862823486,-1.0446445941925049,-0.9004671573638916,False,GT3,8783.968139484863,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.4825,0,78.98659994508478,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.072460031336459,False,2.13869047164917,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,362.1207580566406,-296.5806884765625,-1.5836639404296875,-296.5806884765625,-1.5836639404296875,-362.1207580566406,17,0.006874932441860437,-0.03403022512793541,0.008925998583436012,-0.7256947159767151,-0.5580232739448547,0.5662083029747009,True,255,0,66.03219472703577,117.0,24,5.925000190734863,Iron Dames 2025 #85:LM,-0.0439000129699707,-66.03176879882812,0.23307199776172638
-0.4391438961029053,-0.8729593753814697,-0.08518075942993164,False,GT3,8799.955571717193,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.5825,0,78.98267442330081,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.070996282760816,False,2.13869047164917,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,355.5278625488281,-296.1200256347656,-1.5538110733032227,-296.1200256347656,-1.5538110733032227,-355.5278625488281,17,-0.001707583898678422,-0.03442196547985077,0.01359492540359497,0.34402725100517273,1.2787401676177979,0.017707573249936104,True,255,0,66.1498936953779,117.0,24,5.925000190734863,Iron Dames 2025 #85:LM,0.04327249526977539,-66.14947509765625,0.23131732642650604
-0.43998709321022034,-1.082502007484436,-0.18021324276924133,False,GT3,8817.741755745397,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.6825,0,78.97874982380418,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0701158077762396,False,1.762739896774292,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,348.92340087890625,-295.654541015625,-1.5242247581481934,-295.654541015625,-1.5242247581481934,-348.92340087890625,17,-0.005078356247395277,0.009170002304017544,0.004971698392182589,-0.2066524624824524,-1.0803475379943848,0.29082533717155457,True,255,0,66.26761144899865,117.0,24,5.900000095367432,Iron Dames 2025 #85:LM,0.036852359771728516,-66.26719665527344,0.231552392244339
-0.4067167341709137,-1.1467487812042236,1.038755178451538,False,GT3,8833.692315969005,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.7825,0,78.97482622382225,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.069082333774256,False,1.762739896774292,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,342.30780029296875,-295.1820373535156,-1.4932798147201538,-295.1820373535156,-1.4932798147201538,-342.30780029296875,17,0.019283056259155273,-0.013265800662338734,0.012879912741482258,0.06315228343009949,-0.39354202151298523,0.193852499127388,True,255,0,66.38169716468072,117.0,24,5.900000095367432,Iron Dames 2025 #85:LM,0.04470062255859375,-66.38125610351562,0.23782017827033997
-0.417790025472641,-1.0707963705062866,-1.3432904481887817,False,GT3,8845.959176519751,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,294.8825,0,78.97090364668149,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0681175266396634,False,1.402288794517517,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,335.6811828613281,-294.70257568359375,-1.4578441381454468,-294.70257568359375,-1.4578441381454468,-335.6811828613281,17,-0.015026509761810303,-0.00031048263190314174,0.006813544314354658,0.7574813365936279,0.11737290024757385,0.06162090599536896,True,255,0,66.49805847575824,117.0,24,5.925000190734863,Iron Dames 2025 #85:LM,0.05057859420776367,-66.4975357055664,0.25878164172172546
-0.41883549094200134,-1.281158447265625,-0.7448394894599915,False,GT3,8862.189563311988,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.0025,0,78.96619779144862,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.067547646854374,False,1.083566665649414,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,327.71490478515625,-294.1191101074219,-1.4185333251953125,-294.1191101074219,-1.4185333251953125,-327.71490478515625,17,-0.017331799492239952,-0.01655888371169567,0.0003717844665516168,-0.284176766872406,0.33963730931282043,-0.1761525571346283,True,255,0,66.63241362362481,117.0,24,6.0,Iron Dames 2025 #85:LM,0.03613901138305664,-66.6319580078125,0.2437443882226944
-0.026335202157497406,-1.1551685333251953,0.17746175825595856,False,GT3,8875.333237587214,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.0825,0,78.96306120663847,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.067606847903079,False,1.083566665649414,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,322.395263671875,-293.7270812988281,-1.3914966583251953,-293.7270812988281,-1.3914966583251953,-322.395263671875,17,-0.0013353487011045218,0.002927374094724655,-0.0014040750684216619,0.16051912307739258,-0.20111916959285736,0.09123613685369492,True,255,0,66.72004302451087,117.0,24,6.0,Iron Dames 2025 #85:LM,0.018122196197509766,-66.71958923339844,0.24540844559669495
-0.13131684064865112,-1.0029267072677612,0.7716426253318787,False,GT3,8888.875495599441,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.2025,0,78.95835745434012,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0674226952259844,False,0.7932597398757935,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,314.4026794433594,-293.13641357421875,-1.3573896884918213,-293.13641357421875,-1.3573896884918213,-314.4026794433594,17,0.024102428928017616,-0.02492191456258297,0.006873803678900003,0.8370382189750671,0.26875603199005127,0.17678390443325043,True,255,0,66.85097941793634,117.0,24,6.025000095367432,Iron Dames 2025 #85:LM,0.0170440673828125,-66.85059356689453,0.22649148106575012
-0.38884663581848145,-1.011594533920288,0.2311362475156784,False,GT3,8909.04006390784,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.2825,0,78.95522270529118,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0667814452820603,False,0.7932597398757935,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,309.0660705566406,-292.7405090332031,-1.3319296836853027,-292.7405090332031,-1.3319296836853027,-309.0660705566406,17,-0.017038192600011826,0.0029883089009672403,0.008337048813700676,-1.4546815156936646,-0.2216729074716568,-0.174080491065979,True,255,0,66.93561209750905,117.0,24,6.025000095367432,Iron Dames 2025 #85:LM,0.03254508972167969,-66.93521881103516,0.22713521122932434
-0.5288931131362915,-0.9739694595336914,0.49278032779693604,False,GT3,8921.309160517667,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.40250000000003,0,78.9505213785462,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0657879170152014,False,0.52190762758255,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,301.0484619140625,-292.14093017578125,-1.2931811809539795,-292.14093017578125,-1.2931811809539795,-301.0484619140625,17,0.0022986282128840685,0.015839383006095886,0.00961256679147482,-0.27932727336883545,0.6921674013137817,0.2848411202430725,True,255,0,67.06291642697441,117.0,24,6.050000190734863,Iron Dames 2025 #85:LM,0.043410301208496094,-67.0625,0.23231226205825806
-0.3103201687335968,-1.1141775846481323,-0.9070342779159546,False,GT3,8933.760549297931,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.5025,0,78.94660467492969,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.064982911141275,False,0.52190762758255,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,294.3560791015625,-291.6344299316406,-1.2625832557678223,-291.6344299316406,-1.2625832557678223,-294.3560791015625,17,-0.016623230651021004,-0.012360868975520134,0.009455305524170399,-0.2613849639892578,0.3754565417766571,0.25147345662117004,True,255,0,67.16877872450476,117.0,24,6.050000190734863,Iron Dames 2025 #85:LM,0.044320106506347656,-67.1683578491211,0.2336127609014511
-0.33811548352241516,-0.8572683334350586,1.5375113487243652,False,GT3,8947.648787882463,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.6025,0,78.94268892043515,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.064180425953119,False,0.27035120129585266,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,287.65374755859375,-291.1218566894531,-1.2351139783859253,-291.1218566894531,-1.2351139783859253,-287.65374755859375,17,0.022225093096494675,-0.022336019203066826,0.009791512042284012,0.6636514067649841,0.11980974674224854,0.061000674962997437,True,255,0,67.26800526677057,117.0,24,6.125,Iron Dames 2025 #85:LM,0.04601287841796875,-67.26760864257812,0.22636893391609192
-0.5013018846511841,-1.2077468633651733,-0.17988024652004242,False,GT3,7851.563760644065,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.7025,0,78.94086279901163,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0633369667626265,False,0.27035120129585266,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,280.9503479003906,-290.60406494140625,-1.1992896795272827,-290.60406494140625,-1.1992896795272827,-280.9503479003906,17,-0.011689011938869953,-0.013370216824114323,0.01116215530782938,0.8365039229393005,-0.12549279630184174,-0.14577829837799072,True,255,0,67.26863679922874,117.0,24,6.125,Iron Dames 2025 #85:LM,0.04507017135620117,-67.26792907714844,0.30525919795036316
-0.07961931079626083,-1.1619528532028198,-0.8400529026985168,False,GT3,7866.7566403031815,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.8025,0,78.9370217962509,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.062087994933585,False,0.041768208146095276,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,274.238525390625,-290.0789489746094,-1.164125680923462,-290.0789489746094,-1.164125680923462,-274.238525390625,17,0.0016813003458082676,-0.024162614718079567,0.012280143797397614,-1.7401134967803955,-4.745998859405518,-0.31043586134910583,True,255,0,67.38055998103982,117.0,24,6.175000190734863,Iron Dames 2025 #85:LM,0.05498170852661133,-67.38006591796875,0.2521056532859802
-0.7851970195770264,-1.244451642036438,-0.6897082328796387,False,GT3,7881.610753819347,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,295.90250000000003,0,78.93318009956393,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.06136251542948,False,0.041768208146095276,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,267.5165100097656,-289.5474548339844,-1.1298601627349854,-289.5474548339844,-1.1298601627349854,-267.5165100097656,17,-0.012422910891473293,0.07680971175432205,0.0008925228612497449,-1.442682147026062,-0.21937257051467896,-0.06880271434783936,True,255,0,67.48579548476027,117.0,24,6.175000190734863,Iron Dames 2025 #85:LM,0.04869365692138672,-67.48538208007812,0.2311420440673828
-0.48635590076446533,-0.7856376767158508,0.669400691986084,False,GT3,7888.769997247476,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,296.0025,0,78.92933794151058,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0611603864876087,False,-0.18419112265110016,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,260.78387451171875,-289.0099792480469,-1.0994936227798462,-289.0099792480469,-1.0994936227798462,-260.78387451171875,17,0.03443882241845131,-0.011139040812849998,0.001159942476078868,1.3669235706329346,-1.864700436592102,0.13918143510818481,True,255,0,67.59255732871833,117.0,24,-6.275000095367432,Iron Dames 2025 #85:LM,0.02915477752685547,-67.59220123291016,0.21745970845222473
-0.6848160028457642,-1.4869129657745361,0.1777644008398056,False,GT3,7904.039698462789,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,296.1025,0,78.92549498026915,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.060444098646716,False,-0.18419112265110016,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,254.04132080078125,-288.4682922363281,-1.0656955242156982,-288.4682922363281,-1.0656955242156982,-254.04132080078125,17,-0.005540377926081419,0.042929720133543015,0.005386698991060257,-1.526046633720398,-1.4593383073806763,-0.40670716762542725,True,255,0,67.69917687367186,117.0,24,-6.275000095367432,Iron Dames 2025 #85:LM,0.03137779235839844,-67.69878387451172,0.22853165864944458
-0.19132092595100403,-1.0245838165283203,1.8389787673950195,False,GT3,7912.425216035911,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,296.1825,0,78.92242034715814,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0598878946205037,False,-0.18419112265110016,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,248.6397705078125,-288.0308837890625,-1.0346653461456299,-288.0308837890625,-1.0346653461456299,-248.6397705078125,17,0.02395588718354702,-0.041592955589294434,0.01073432806879282,0.1824623942375183,0.44083327054977417,0.09414147585630417,True,255,0,67.7808876326563,117.0,24,-6.275000095367432,Iron Dames 2025 #85:LM,0.04551219940185547,-67.78044891357422,0.23958711326122284
-0.3112444281578064,-0.722538411617279,-0.24562010169029236,False,GT3,7923.3236016431165,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,296.3025,0,78.91780773983812,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0593355947738377,False,-0.42864081263542175,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,240.52532958984375,-287.3691101074219,-0.9877339005470276,-287.3691101074219,-0.9877339005470276,-240.52532958984375,17,-0.004076553508639336,0.03559403494000435,0.0025038060266524553,0.569832444190979,-0.2715427875518799,0.2273569256067276,True,255,0,67.90884913458602,117.0,24,-6.275000095367432,Iron Dames 2025 #85:LM,0.02932453155517578,-67.9084243774414,0.23838923871517181
-0.1705160140991211,-0.741139829158783,1.7061232328414917,False,GT3,7938.051879071529,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,296.40250000000003,0,78.91396338896956,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.058878189618369,False,-0.6643342971801758,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,233.752197265625,-286.812255859375,-0.9511620402336121,-286.812255859375,-0.9511620402336121,-233.752197265625,17,0.009818986989557743,-0.036377497017383575,0.006190006155520678,1.5709949731826782,-0.46447697281837463,0.18737852573394775,True,255,0,68.00897580596688,117.0,24,-6.324999809265137,Iron Dames 2025 #85:LM,0.03106069564819336,-68.00857543945312,0.23128360509872437
-0.5714847445487976,-1.2993258237838745,-1.6127943992614746,False,GT3,7949.818317536784,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,296.5025,0,78.91011835438387,0.0,-0.0,0.0,0.0,False,False,False,1,False,2,0,0,3.0587717495829247,False,-0.6643342971801758,7.152557373046875e-07,-0.3630000054836273,-0.16703321039676666,False,1,23,226.9690399169922,-286.2528381347656,-0.9086440205574036,-286.2528381347656,-0.9086440205574036,-226.9690399169922,17,-0.02434041164815426,0.07402046769857407,-0.0017237424617633224,-0.15157704055309296,1.0540508031845093,0.2402482032775879,True,255,0,68.11690753205275,117.0,24,-6.324999809265137,Iron Dames 2025 #85:LM,0.016632080078125,-68.1164779663086,0.24133911728858948
