elapsed_time,gear,gear_max,lap_number,oil_temperature,rpm,rpm_max,torque,turbo,water_temperature
3639.4725000000003,4,6,7,0.0,9059.496471024668,9400.0,0.0,101325.0,0.0
3639.5725,4,6,7,0.0,9087.871007503705,9400.0,0.0,101325.0,0.0
3639.6925,4,6,7,0.0,9117.225302744966,9400.0,0.0,101325.0,0.0
3639.7925,4,6,7,0.0,9126.23896678885,9400.0,0.0,101325.0,0.0
3639.8725,4,6,7,0.0,9142.554485546068,9400.0,0.0,101325.0,0.0
3639.9925000000003,5,6,7,0.0,7896.516991838822,9400.0,0.0,101325.0,0.0
3640.0725,5,6,7,0.0,7910.798389192022,9400.0,0.0,101325.0,0.0
3640.1925,5,6,7,0.0,7925.705176879467,9400.0,0.0,101325.0,0.0
3640.2725,5,6,7,0.0,7947.494755300453,9400.0,0.0,101325.0,0.0
3640.3925,5,6,7,0.0,7949.259020483824,9400.0,0.0,101325.0,0.0
3640.4725000000003,5,6,7,0.0,7929.592738416661,9400.0,0.0,101325.0,0.0
3640.5925,5,6,7,0.0,7890.16458806163,9400.0,0.0,101325.0,0.0
3640.6925,5,6,7,0.0,7924.510931963469,9400.0,0.0,101325.0,0.0
3640.7925,5,6,7,0.0,8035.002774669901,9400.0,0.0,101325.0,0.0
3640.8925,5,6,7,0.0,8091.296647394012,9400.0,0.0,101325.0,0.0
3640.9925000000003,5,6,7,0.0,8125.21343614549,9400.0,0.0,101325.0,0.0
3641.0925,5,6,7,0.0,8135.195202095411,9400.0,0.0,101325.0,0.0
3641.1925,5,6,7,0.0,8160.356526167471,9400.0,0.0,101325.0,0.0
3641.2925,5,6,7,0.0,8176.12184131283,9400.0,0.0,101325.0,0.0
3641.3925,5,6,7,0.0,8209.451707355469,9400.0,0.0,101325.0,0.0
3641.4925000000003,5,6,7,0.0,8206.018763209431,9400.0,0.0,101325.0,0.0
3641.5925,5,6,7,0.0,8233.537103601793,9400.0,0.0,101325.0,0.0
3641.6925,5,6,7,0.0,8233.134942063463,9400.0,0.0,101325.0,0.0
3641.7925,5,6,7,0.0,8253.047183796098,9400.0,0.0,101325.0,0.0
3641.8925,5,6,7,0.0,8265.102704461062,9400.0,0.0,101325.0,0.0
3642.0125000000003,5,6,7,0.0,8186.029003383177,9400.0,0.0,101325.0,0.0
3642.0925,5,6,7,0.0,8195.761312610772,9400.0,0.0,101325.0,0.0
3642.2125,5,6,7,0.0,8241.329129117647,9400.0,0.0,101325.0,0.0
3642.2925,5,6,7,0.0,8316.226178624987,9400.0,0.0,101325.0,0.0
3642.3925,5,6,7,0.0,8395.833180873266,9400.0,0.0,101325.0,0.0
3642.4925000000003,5,6,7,0.0,8425.802375278205,9400.0,0.0,101325.0,0.0
3642.5925,5,6,7,0.0,8441.403328751378,9400.0,0.0,101325.0,0.0
3642.7125,5,6,7,0.0,8471.565444126154,9400.0,0.0,101325.0,0.0
3642.7925,5,6,7,0.0,8484.100061580259,9400.0,0.0,101325.0,0.0
3642.9125,5,6,7,0.0,8506.978973211591,9400.0,0.0,101325.0,0.0
