brake,brake_raw,clutch,clutch_raw,elapsed_time,force_feedback,lap_number,steering,steering_range_physical,steering_range_visual,steering_raw,steering_shaft_torque,throttle,throttle_raw
0.0,0.0,0.0,0.0,524.5225,-0.1175188347697258,4,0.011472506448626518,0.0,719.0,0.011472506448626518,-5.952365543112878,1.0,1.0
0.0,0.0,0.0,0.0,524.6225000000001,-0.13934768736362457,4,0.00930524431169033,0.0,719.0,0.00930524431169033,-5.321200675980622,1.0,1.0
0.0,0.0,0.0,0.0,524.7425000000001,-0.23229442536830902,4,0.0187260452657938,0.0,719.0,0.0187260452657938,-6.652383744354659,1.0,1.0
0.0,0.0,0.0,0.0,524.8225000000001,-0.15213072299957275,4,0.013369342312216759,0.0,719.0,0.013369342312216759,-5.347016650570162,1.0,1.0
0.0,0.0,0.0,0.0,524.9425000000001,-0.14146578311920166,4,0.009378913789987564,0.0,719.0,0.009378913789987564,-5.182584234439827,1.0,1.0
0.0,0.0,0.0,0.0,525.0225,-0.13534921407699585,4,0.014584235846996307,0.0,719.0,0.014584235846996307,-3.9238382312044413,1.0,1.0
0.0,0.0,0.0,0.0,525.1425,-0.28245314955711365,4,0.019586555659770966,0.0,719.0,0.019586555659770966,-7.349875952069164,1.0,1.0
0.0,0.0,0.0,0.0,525.2225000000001,-0.1290944665670395,4,0.010444999672472477,0.0,719.0,0.010444999672472477,-5.582887665059753,1.0,1.0
0.0,0.0,0.0,0.0,525.3225000000001,-0.14416800439357758,4,0.005499447230249643,0.0,719.0,0.005499447230249643,-4.364196852820188,1.0,1.0
0.0,0.0,0.0,0.0,525.4425000000001,-0.22429496049880981,4,0.016851620748639107,0.0,719.0,0.016851620748639107,-5.452006566548422,1.0,1.0
0.0,0.0,0.0,0.0,525.5225,-0.2048671990633011,4,0.015486634336411953,0.0,719.0,0.015486634336411953,-5.5710096339618795,1.0,1.0
0.0,0.0,0.0,0.0,525.6425,-0.05857134610414505,4,0.004583638161420822,0.0,719.0,0.004583638161420822,-1.5932194862543554,1.0,1.0
0.0,0.0,0.0,0.0,525.7425000000001,-0.16205760836601257,4,0.012488805688917637,0.0,719.0,0.012488805688917637,-5.017591081438416,1.0,1.0
0.0,0.0,0.0,0.0,525.8425000000001,-0.097312331199646,4,0.010310337878763676,0.0,719.0,0.010310337878763676,-2.8934181178086016,1.0,1.0
0.0,0.0,0.0,0.0,525.9425000000001,-0.12617503106594086,4,0.009664954617619514,0.0,719.0,0.009664954617619514,-3.454412286891578,1.0,1.0
0.0,0.0,0.0,0.0,526.0425,-0.12157520651817322,4,0.006951146759092808,0.0,719.0,0.006951146759092808,-3.4448177777748015,1.0,1.0
0.0,0.0,0.0,0.0,526.1425,-0.15704476833343506,4,0.008577925153076649,0.0,719.0,0.008577925153076649,-3.116386838576846,1.0,1.0
0.0,0.0,0.0,0.0,526.2425000000001,-0.25847071409225464,4,0.010638449341058731,0.0,719.0,0.010638449341058731,-5.504164646937272,1.0,1.0
0.0,0.0,0.0,0.0,526.3425000000001,-0.0422271303832531,4,0.0021869188640266657,0.0,719.0,0.0021869188640266657,-1.876974585097246,1.0,1.0
0.0,0.0,0.0,0.0,526.4425000000001,-0.1315411627292633,4,0.011105631478130817,0.0,719.0,0.011105631478130817,-3.3700767940637766,1.0,1.0
0.0,0.0,0.0,0.0,526.5425,-0.1020670011639595,4,0.01268023531883955,0.0,719.0,0.01268023531883955,-2.9949763061726085,1.0,1.0
0.0,0.0,0.0,0.0,526.6425,0.016571156680583954,4,0.0020138612017035484,0.0,719.0,0.0020138612017035484,-3.439874537156292,1.0,1.0
0.0,0.0,0.0,0.0,526.7425000000001,0.0031964872032403946,4,-0.0023516176734119654,0.0,719.0,-0.0023516176734119654,-2.473931948590665,1.0,1.0
0.0,0.0,0.0,0.0,526.8425000000001,-0.020973030477762222,4,-0.002896693767979741,0.0,719.0,-0.002896693767979741,-0.15956405018285047,1.0,1.0
0.0,0.0,0.0,0.0,526.9425000000001,0.15455548465251923,4,-0.011863905936479568,0.0,719.0,-0.011863905936479568,5.489085129052635,1.0,1.0
0.0,0.0,0.0,0.0,527.0425,0.08447910100221634,4,-0.01050865650177002,0.0,719.0,-0.01050865650177002,4.220455000632009,1.0,1.0
0.0,0.0,0.0,0.0,527.1625,0.23372432589530945,4,-0.015575366094708443,0.0,719.0,-0.015575366094708443,7.316220199207386,1.0,1.0
0.0,0.0,0.0,0.0,527.2425000000001,0.17725077271461487,4,-0.014804967679083347,0.0,719.0,-0.014804967679083347,4.897936881592661,1.0,1.0
0.0,0.0,0.0,0.0,527.3425000000001,0.2438274323940277,4,-0.019729577004909515,0.0,719.0,-0.019729577004909515,6.732621211540414,1.0,1.0
0.0,0.0,0.0,0.0,527.4425000000001,0.16105960309505463,4,-0.01240282878279686,0.0,719.0,-0.01240282878279686,6.693171202741108,1.0,1.0
0.0,0.0,0.0,0.0,527.5425,0.18943853676319122,4,-0.008500306867063046,0.0,719.0,-0.008500306867063046,5.131824670842305,1.0,1.0
0.0,0.0,0.0,0.0,527.6625,0.1286548227071762,4,-0.00969572551548481,0.0,719.0,-0.00969572551548481,4.139351996672705,1.0,1.0
0.0,0.0,0.0,0.0,527.7425000000001,0.15937598049640656,4,-0.010965091176331043,0.0,719.0,-0.010965091176331043,2.7239950270284408,1.0,1.0
0.0,0.0,0.0,0.0,527.8625000000001,0.07086777687072754,4,-0.006141523830592632,0.0,719.0,-0.006141523830592632,3.069242711001608,1.0,1.0
0.0,0.0,0.0,0.0,527.9425000000001,0.18669767677783966,4,-0.007155619096010923,0.0,719.0,-0.007155619096010923,3.652017561506987,1.0,1.0
0.0,0.0,0.0,0.0,528.0625000000001,0.14269238710403442,4,-0.009125113487243652,0.0,719.0,-0.009125113487243652,2.8332456630070033,1.0,1.0
0.0,0.0,0.0,0.0,528.1625,0.24891649186611176,4,-0.019132142886519432,0.0,719.0,-0.019132142886519432,6.465828748776256,1.0,1.0
0.0,0.0,0.0,0.0,528.2425000000001,0.38534146547317505,4,-0.02599281072616577,0.0,719.0,-0.02599281072616577,8.516774214479915,1.0,1.0
0.0,0.0,0.0,0.0,528.3625000000001,0.1134498193860054,4,-0.010279841721057892,0.0,719.0,-0.010279841721057892,6.68941158503204,1.0,1.0
0.0,0.0,0.0,0.0,528.4625000000001,0.2473786622285843,4,-0.016642097383737564,0.0,719.0,-0.016642097383737564,6.8945722677917365,1.0,1.0
0.0,0.0,0.0,0.0,528.5625000000001,0.4695478677749634,4,-0.03393334150314331,0.0,719.0,-0.03393334150314331,16.13685897046482,1.0,1.0
0.0,0.0,1.0,0.0,528.6625,0.6392868757247925,4,-0.03469813987612724,0.0,719.0,-0.03469813987612724,15.580565156435648,0.0,1.0
0.0,0.0,0.0,0.0,528.7425000000001,0.5141286253929138,4,-0.029604239389300346,0.0,719.0,-0.029604239389300346,14.959326244351978,1.0,1.0
0.0,0.0,0.0,0.0,528.8625000000001,0.5537455677986145,4,-0.03579481318593025,0.0,719.0,-0.03579481318593025,15.325281178641243,1.0,1.0
0.0,0.0,0.0,0.0,528.9625000000001,0.8488830924034119,4,-0.045336589217185974,0.0,719.0,-0.045336589217185974,20.516543833052275,1.0,1.0
0.0,0.0,0.0,0.0,529.0625000000001,0.3232259452342987,4,-0.027689214795827866,0.0,719.0,-0.027689214795827866,13.58908735704008,1.0,1.0
0.0,0.0,0.0,0.0,529.1625,0.5718064904212952,4,-0.04809586703777313,0.0,719.0,-0.04809586703777313,15.561108431300315,1.0,1.0
0.0,0.0,0.0,0.0,529.2625,0.6142920851707458,4,-0.05999945104122162,0.0,719.0,-0.05999945104122162,16.29852529804146,1.0,1.0
0.0,0.0,0.0,0.0,529.3625000000001,0.5427809357643127,4,-0.026369605213403702,0.0,719.0,-0.026369605213403702,17.16173278917742,1.0,1.0
0.0,0.0,0.0,0.0,529.4625000000001,0.3213711380958557,4,-0.010900791734457016,0.0,719.0,-0.010900791734457016,12.994727911529296,1.0,1.0
0.0,0.0,0.0,0.0,529.5625000000001,0.5545802712440491,4,-0.044755686074495316,0.0,719.0,-0.044755686074495316,12.42880180456131,1.0,1.0
0.0,0.0,0.0,0.0,529.6625,0.4339122772216797,4,-0.0368373841047287,0.0,719.0,-0.0368373841047287,14.802818768727146,1.0,1.0
0.0,0.0,0.0,0.0,529.7625,0.5159165859222412,4,-0.017368130385875702,0.0,719.0,-0.017368130385875702,15.937820827367771,1.0,1.0
0.0,0.0,0.0,0.0,529.8625000000001,0.32182830572128296,4,-0.02048298344016075,0.0,719.0,-0.02048298344016075,12.849336166937755,1.0,1.0
0.0,0.0,0.0,0.0,529.9825000000001,0.2818864583969116,4,-0.02078666165471077,0.0,719.0,-0.02078666165471077,10.103746685776974,1.0,1.0
0.0,0.0,0.0,0.0,530.0625000000001,0.29642632603645325,4,-0.0232528243213892,0.0,719.0,-0.0232528243213892,9.182193837660323,1.0,1.0
0.0,0.0,0.0,0.0,530.1625,0.36732107400894165,4,-0.024881528690457344,0.0,719.0,-0.024881528690457344,10.9256166749909,1.0,1.0
0.0,0.0,0.0,0.0,530.2625,0.18575972318649292,4,-0.008960047736763954,0.0,719.0,-0.008960047736763954,9.37405364868789,1.0,1.0
0.0,0.0,0.0,0.0,530.3625000000001,0.22850200533866882,4,-0.00957842543721199,0.0,719.0,-0.00957842543721199,5.766051978998021,1.0,1.0
0.0,0.0,0.0,0.0,530.4825000000001,0.20739270746707916,4,-0.014453431591391563,0.0,719.0,-0.014453431591391563,7.207906933753347,1.0,1.0
0.0,0.0,0.0,0.0,530.5625000000001,0.09207190573215485,4,-0.005077550187706947,0.0,719.0,-0.005077550187706947,3.1589002050607684,1.0,1.0
0.0,0.0,0.0,0.0,530.6825000000001,0.08500095456838608,4,-0.006425544153898954,0.0,719.0,-0.006425544153898954,1.9355309406627317,1.0,1.0
0.0,0.0,0.0,0.0,530.7625,0.10299725085496902,4,-0.006740978918969631,0.0,719.0,-0.006740978918969631,5.376064780722384,1.0,1.0
0.0,0.0,0.0,0.0,530.8825,0.15680572390556335,4,-0.007097749505192041,0.0,719.0,-0.007097749505192041,3.9841897558321757,1.0,1.0
0.0,0.0,0.0,0.0,530.9825000000001,0.06397414952516556,4,-0.007031153421849012,0.0,719.0,-0.007031153421849012,2.1393462712209264,1.0,1.0
0.0,0.0,0.0,0.0,531.0825000000001,0.09704320877790451,4,-0.008794797584414482,0.0,719.0,-0.008794797584414482,3.537330123634711,1.0,1.0
0.0,0.0,0.0,0.0,531.1825000000001,0.1254650205373764,4,-0.00376951415091753,0.0,719.0,-0.00376951415091753,4.8922997917664475,1.0,1.0
0.038462527096271515,0.038462527096271515,0.0,0.0,531.2625,0.0695139542222023,4,-0.0036135418340563774,0.0,719.0,-0.0036135418340563774,1.9607729168772559,1.0,1.0
0.24299056828022003,0.24299056828022003,0.0,0.0,531.3825,0.24525204300880432,4,-0.017769083380699158,0.0,719.0,-0.017769083380699158,8.043642103831202,0.35854920744895935,0.35854920744895935
