carcass_temperature_0,carcass_temperature_1,carcass_temperature_2,carcass_temperature_3,compound_0,compound_1,compound_front,compound_name_0,compound_name_1,compound_name_front,compound_name_rear,compound_rear,elapsed_time,inner_temperature_avg_0,inner_temperature_avg_1,inner_temperature_avg_2,inner_temperature_avg_3,inner_temperature_ico_0,inner_temperature_ico_1,inner_temperature_ico_10,inner_temperature_ico_11,inner_temperature_ico_2,inner_temperature_ico_3,inner_temperature_ico_4,inner_temperature_ico_5,inner_temperature_ico_6,inner_temperature_ico_7,inner_temperature_ico_8,inner_temperature_ico_9,lap_number,load_0,load_1,load_2,load_3,pressure_0,pressure_1,pressure_2,pressure_3,surface_temperature_avg_0,surface_temperature_avg_1,surface_temperature_avg_2,surface_temperature_avg_3,surface_temperature_ico_0,surface_temperature_ico_1,surface_temperature_ico_10,surface_temperature_ico_11,surface_temperature_ico_2,surface_temperature_ico_3,surface_temperature_ico_4,surface_temperature_ico_5,surface_temperature_ico_6,surface_temperature_ico_7,surface_temperature_ico_8,surface_temperature_ico_9,wear_0,wear_1,wear_2,wear_3
29.99923852242955,29.705040378563297,32.75468422281642,30.542194692702196,0,0,0,Medium,Medium,Medium,Medium,0,3180.5325000000003,29.91376659560018,29.62453251385284,32.74517926845266,30.440936363450078,29.9975927891507,29.710792371353932,30.30828668753861,30.33920296148017,30.032914626295963,29.75181230413233,29.43340374057999,29.68838149684626,32.700870794246384,32.63901847056235,32.89564854054913,30.67531944133151,3,0.0,0.0,0.0,0.0,141.10457146266123,140.85649343443183,141.7258963424796,141.5270184903643,29.179509543686265,28.9306674480261,32.5505404457773,29.608174971464052,29.244119452297582,29.00977732780558,29.495203160691858,29.51754327086445,29.284631850955577,29.04547699662521,28.769836581017387,28.976688766435643,32.62553040795382,32.383144981282385,32.642945948095644,29.811778482835848,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.99923852242955,29.705040378563297,32.75468422281642,30.542194692702196,0,0,0,Medium,Medium,Medium,Medium,0,3180.5325000000003,29.91376659560018,29.62453251385284,32.74517926845266,30.440936363450078,29.9975927891507,29.710792371353932,30.30828668753861,30.33920296148017,30.032914626295963,29.75181230413233,29.43340374057999,29.68838149684626,32.700870794246384,32.63901847056235,32.89564854054913,30.67531944133151,3,0.0,0.0,0.0,0.0,141.10457146266123,140.85649343443183,141.7258963424796,141.5270184903643,29.179509543686265,28.9306674480261,32.5505404457773,29.608174971464052,29.244119452297582,29.00977732780558,29.495203160691858,29.51754327086445,29.284631850955577,29.04547699662521,28.769836581017387,28.976688766435643,32.62553040795382,32.383144981282385,32.642945948095644,29.811778482835848,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.99923852242955,29.705040378563297,32.75468422281642,30.542194692702196,0,0,0,Medium,Medium,Medium,Medium,0,3180.5325000000003,29.91376659560018,29.62453251385284,32.74517926845266,30.440936363450078,29.9975927891507,29.710792371353932,30.30828668753861,30.33920296148017,30.032914626295963,29.75181230413233,29.43340374057999,29.68838149684626,32.700870794246384,32.63901847056235,32.89564854054913,30.67531944133151,3,0.0,0.0,0.0,0.0,141.10457146266123,140.85649343443183,141.7258963424796,141.5270184903643,29.179509543686265,28.9306674480261,32.5505404457773,29.608174971464052,29.244119452297582,29.00977732780558,29.495203160691858,29.51754327086445,29.284631850955577,29.04547699662521,28.769836581017387,28.976688766435643,32.62553040795382,32.383144981282385,32.642945948095644,29.811778482835848,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.99923852242955,29.705040378563297,32.75468422281642,30.542194692702196,0,0,0,Medium,Medium,Medium,Medium,0,3180.5325000000003,29.91376659560018,29.62453251385284,32.74517926845266,30.440936363450078,29.9975927891507,29.710792371353932,30.30828668753861,30.33920296148017,30.032914626295963,29.75181230413233,29.43340374057999,29.68838149684626,32.700870794246384,32.63901847056235,32.89564854054913,30.67531944133151,3,0.0,0.0,0.0,0.0,141.10457146266123,140.85649343443183,141.7258963424796,141.5270184903643,29.179509543686265,28.9306674480261,32.5505404457773,29.608174971464052,29.244119452297582,29.00977732780558,29.495203160691858,29.51754327086445,29.284631850955577,29.04547699662521,28.769836581017387,28.976688766435643,32.62553040795382,32.383144981282385,32.642945948095644,29.811778482835848,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.99923852242955,29.705040378563297,32.75468422281642,30.542194692702196,0,0,0,Medium,Medium,Medium,Medium,0,3180.5325000000003,29.91376659560018,29.62453251385284,32.74517926845266,30.440936363450078,29.9975927891507,29.710792371353932,30.30828668753861,30.33920296148017,30.032914626295963,29.75181230413233,29.43340374057999,29.68838149684626,32.700870794246384,32.63901847056235,32.89564854054913,30.67531944133151,3,0.0,0.0,0.0,0.0,141.10457146266123,140.85649343443183,141.7258963424796,141.5270184903643,29.179509543686265,28.9306674480261,32.5505404457773,29.608174971464052,29.244119452297582,29.00977732780558,29.495203160691858,29.51754327086445,29.284631850955577,29.04547699662521,28.769836581017387,28.976688766435643,32.62553040795382,32.383144981282385,32.642945948095644,29.811778482835848,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.997437336363078,29.703360023563732,32.7532372483991,30.540514134811133,0,0,0,Medium,Medium,Medium,Medium,0,3181.0325000000003,29.91199409174743,29.62287886597636,32.74376736735388,30.439293026678854,29.995818938009165,29.70906202703287,30.306722380575252,30.337500639310747,30.031101310200143,29.750109694328785,29.431792278268915,29.686734625331383,32.69940399964344,32.637676251393486,32.89422185102467,30.67365606015062,3,0.0,0.0,0.0,0.0,141.10314514071786,140.85502655309435,141.72438132223013,141.52545137229185,29.17799683423226,28.92925713336564,32.54889718237462,29.606771705714607,29.24260929107561,29.00829774460476,29.493863232651393,29.51609629308126,29.283083467016468,29.044022900544803,28.76846002097011,28.975288478581888,32.62387337903539,32.38153829787029,32.64127987021823,29.810355591411167,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.997077193081623,29.70302404199009,32.752945002774254,30.540180464334412,0,0,0,Medium,Medium,Medium,Medium,0,3181.1325,29.911639684538216,29.62254822450842,32.7434860078626,30.43896463988807,29.995464256088383,29.708716054083197,30.3064098552494,30.33716035107011,30.03073874344301,29.74976926469344,29.43147007593234,29.68640533289954,32.69911167097092,32.63740880066763,32.89393755194925,30.673323713344644,3,0.0,0.0,0.0,0.0,141.10288622151037,140.85478851944038,141.72409980835045,141.5251953401103,29.17769445771512,28.92897511580003,32.548171953838676,29.606491289305097,29.242307420223995,29.00800199232242,29.49359553073242,29.515807046242685,29.282773960598888,29.043732129668115,28.76818475765907,28.975008460072956,32.623140215848025,32.380824522359376,32.64055112330868,29.810071290940243,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.9967170790801,29.70268808497582,32.7526670971572,30.53984682365376,0,0,0,Medium,Medium,Medium,Medium,0,3181.2325,29.91128530447122,29.622217606855486,32.743199783146736,30.438636286530425,29.995109602125126,29.708370109264422,30.306097364306027,30.336820090520177,30.030376202024115,29.749428857060252,29.431147898372615,29.68607606513359,32.69881445416536,32.63713661532199,32.89364827995291,30.67299140476507,3,0.0,0.0,0.0,0.0,141.10248625458593,140.85455326948872,141.7237502839299,141.52493854525278,29.17739193461705,28.928692777977574,32.5493336732921,29.606210901445195,29.24200540120114,29.00770610126915,29.49332785855256,29.515517824228596,29.2824643013808,29.043441027075175,28.767909188837507,28.974728118020096,32.62431293721784,32.38198401458618,32.64170406807216,29.80978702155437,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.99635699038481,29.702352149117758,32.75237503049175,30.539522962473995,0,0,0,Medium,Medium,Medium,Medium,0,3181.3325,29.910930950703516,29.621887010134003,32.74291845882851,30.438306958957696,29.994754973201452,29.708024190750905,30.305783629095686,30.336479376605666,30.030013688158192,29.749088470790355,29.4308257406106,29.685746819001054,32.69852216018978,32.636869199886576,32.89336401640912,30.672657871171793,3,0.0,0.0,0.0,0.0,141.10223256372146,140.8543177719114,141.7234102923391,141.52467441345695,29.177089387313174,28.928410917167582,32.5486554401071,29.605929702603476,29.241703356254106,29.00741018794531,29.493059151869318,29.515228219059793,29.282154617740105,29.043150415098182,28.767634077290154,28.97444825911441,32.62363008622367,32.38131389896273,32.64102233513495,29.80950173688126,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
29.995996928150646,29.702016242826176,32.75208281876564,30.53917859455163,0,0,0,Medium,Medium,Medium,Medium,0,3181.4325000000003,29.910576622734993,29.62155644270996,32.74263713419151,30.437978647657985,29.994400370267726,29.707678298089093,30.305471178282687,30.33613916320519,30.029651199848104,29.74874811547471,29.430503612781195,29.685417599873915,32.69822986996098,32.63660177970803,32.89307975290558,30.672325601486023,3,0.0,0.0,0.0,0.0,141.10197371666283,140.8539367455549,141.72313440958382,141.5242818608602,29.176787270616273,28.92812894203223,32.54795490091266,29.605649352232092,29.241401748368276,29.007114688604076,29.49279151590838,29.514939035946725,29.281845374876525,29.04285968616483,28.767358857665045,28.97416828226676,32.622923433532264,32.38062298385222,32.64031828535343,29.80921750484123,0.9661931991577148,0.9712326526641846,0.9582558870315552,0.964756429195404
