auto_clutch,drs_status,elapsed_time,headlights,ignition_starter,lap_number,speed_limiter
False,0,1271.0625,False,1,8,0
False,0,1271.1625000000001,False,1,8,0
False,0,1271.2625,False,1,8,0
False,0,1271.3625000000002,False,1,8,0
False,0,1271.4625,False,1,8,0
False,0,1271.5625,False,1,8,0
False,0,1271.6825000000001,False,1,8,0
False,0,1271.7625,False,1,8,0
False,0,1271.8825000000002,False,1,8,0
False,0,1271.9625,False,1,8,0
False,0,1272.0825,False,1,8,0
False,0,1272.1625000000001,False,1,8,0
False,0,1272.2825,False,1,8,0
False,0,1272.3625000000002,False,1,8,0
False,0,1272.4825,False,1,8,0
False,0,1272.5825,False,1,8,0
False,0,1272.6625000000001,False,1,8,0
False,0,1272.7825,False,1,8,0
False,0,1272.8825000000002,False,1,8,0
False,0,1272.9825,False,1,8,0
False,0,1273.0825,False,1,8,0
False,0,1273.1825000000001,False,1,8,0
False,0,1273.2825,False,1,8,0
False,0,1273.3825000000002,False,1,8,0
False,0,1273.4825,False,1,8,0
False,0,1273.5825,False,1,8,0
False,0,1273.6825000000001,False,1,8,0
False,0,1273.7825,False,1,8,0
False,0,1273.8825000000002,False,1,8,0
False,0,1273.9825,False,1,8,0
False,0,1274.0825,False,1,8,0
False,0,1274.1825000000001,False,1,8,0
False,0,1274.2825,False,1,8,0
False,0,1274.4025000000001,False,1,8,0
False,0,1274.4825,False,1,8,0
False,0,1274.6025000000002,False,1,8,0
False,0,1274.6825000000001,False,1,8,0
False,0,1274.8025,False,1,8,0
False,0,1274.9025000000001,False,1,8,0
False,0,1274.9825,False,1,8,0
False,0,1275.1025000000002,False,1,8,0
False,0,1275.1825000000001,False,1,8,0
False,0,1275.3025,False,1,8,0
False,0,1275.4025000000001,False,1,8,0
False,0,1275.5025,False,1,8,0
False,0,1275.6025000000002,False,1,8,0
False,0,1275.7025,False,1,8,0
False,0,1275.8025,False,1,8,0
False,0,1275.9025000000001,False,1,8,0
False,0,1276.0025,False,1,8,0
False,0,1276.1025000000002,False,1,8,0
False,0,1276.2025,False,1,8,0
False,0,1276.3025,False,1,8,0
False,0,1276.4025000000001,False,1,8,0
False,0,1276.5225,False,1,8,0
False,0,1276.6025000000002,False,1,8,0
False,0,1276.7025,False,1,8,0
False,0,1276.8025,False,1,8,0
False,0,1276.9025000000001,False,1,8,0
False,0,1277.0025,False,1,8,0
False,0,1277.1025000000002,False,1,8,0
False,0,1277.2225,False,1,8,0
False,0,1277.3025,False,1,8,0
False,0,1277.4225000000001,False,1,8,0
False,0,1277.5025,False,1,8,0
False,0,1277.6225000000002,False,1,8,0
False,0,1277.7025,False,1,8,0
False,0,1277.8225,False,1,8,0
False,0,1277.9225000000001,False,1,8,0
False,0,1278.0025,False,1,8,0
False,0,1278.1225000000002,False,1,8,0
False,0,1278.2225,False,1,8,0
False,0,1278.3225,False,1,8,0
False,0,1278.4225000000001,False,1,8,0
False,0,1278.5225,False,1,8,0
False,0,1278.6225000000002,False,1,8,0
False,0,1278.7225,False,1,8,0
False,0,1278.8225,False,1,8,0
False,0,1278.9225000000001,False,1,8,0
False,0,1279.0225,False,1,8,0
False,0,1279.1225000000002,False,1,8,0
False,0,1279.2225,False,1,8,0
False,0,1279.3225,False,1,8,0
False,0,1279.4225000000001,False,1,8,0
False,0,1279.5225,False,1,8,0
False,0,1279.6225000000002,False,1,8,0
False,0,1279.7225,False,1,8,0
False,0,1279.8425,False,1,8,0
False,0,1279.9225000000001,False,1,8,0
False,0,1280.0225,False,1,8,0
False,0,1280.1425000000002,False,1,8,0
False,0,1280.2225,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
False,0,1280.3425,False,1,8,0
