ambient_temperature,blue_flag,elapsed,elapsed_time,end,green_flag,in_countdown,in_formation,in_race,lap_number,lap_type,pit_open,raininess,remaining,session_type,start,start_lights,track_name,track_temperature,wetness_0,wetness_1,wetness_2,wetness_average,wetness_maximum,wetness_minimum,yellow_flag
18.704871790105244,False,524.4,524.5225,10505.0,True,False,False,False,4,False,True,0.0,9980.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70470160246947,False,524.6,524.6225000000001,10505.0,True,False,False,False,4,False,True,0.0,9980.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70470160246947,False,524.6,524.7425000000001,10505.0,True,False,False,False,4,False,True,0.0,9980.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.704531414833752,False,524.8,524.8225000000001,10505.0,True,False,False,False,4,False,True,0.0,9980.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.704531414833752,False,524.8,524.9425000000001,10505.0,True,False,False,False,4,False,True,0.0,9980.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.704361227198035,False,525.0,525.0225,10505.0,True,False,False,False,4,False,True,0.0,9980.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.704361227198035,False,525.0,525.1425,10505.0,True,False,False,False,4,False,True,0.0,9980.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70419103956226,False,525.2,525.2225000000001,10505.0,True,False,False,False,4,False,True,0.0,9979.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70419103956226,False,525.2,525.3225000000001,10505.0,True,False,False,False,4,False,True,0.0,9979.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.704020851926543,False,525.4,525.4425000000001,10505.0,True,False,False,False,4,False,True,0.0,9979.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.704020851926543,False,525.4,525.5225,10505.0,True,False,False,False,4,False,True,0.0,9979.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70385066429077,False,525.6,525.6425,10505.0,True,False,False,False,4,False,True,0.0,9979.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70385066429077,False,525.6,525.7425000000001,10505.0,True,False,False,False,4,False,True,0.0,9979.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70368047665505,False,525.8,525.8425000000001,10505.0,True,False,False,False,4,False,True,0.0,9979.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70368047665505,False,525.8,525.9425000000001,10505.0,True,False,False,False,4,False,True,0.0,9979.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.703510289019277,False,526.0,526.0425,10505.0,True,False,False,False,4,False,True,0.0,9979.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.703510289019277,False,526.0,526.1425,10505.0,True,False,False,False,4,False,True,0.0,9979.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70334010138356,False,526.2,526.2425000000001,10505.0,True,False,False,False,4,False,True,0.0,9978.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70334010138356,False,526.2,526.3425000000001,10505.0,True,False,False,False,4,False,True,0.0,9978.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.703169913747843,False,526.4,526.4425000000001,10505.0,True,False,False,False,4,False,True,0.0,9978.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.703169913747843,False,526.4,526.5425,10505.0,True,False,False,False,4,False,True,0.0,9978.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70299972611207,False,526.6,526.6425,10505.0,True,False,False,False,4,False,True,0.0,9978.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70299972611207,False,526.6,526.7425000000001,10505.0,True,False,False,False,4,False,True,0.0,9978.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.702805955670897,False,526.8,526.8425000000001,10505.0,True,False,False,False,4,False,True,0.0,9978.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.702805955670897,False,526.8,526.9425000000001,10505.0,True,False,False,False,4,False,True,0.0,9978.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.702600393827026,False,527.0,527.0425,10505.0,True,False,False,False,4,False,True,0.0,9978.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.702600393827026,False,527.0,527.1625,10505.0,True,False,False,False,4,False,True,0.0,9978.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.7023948319831,False,527.2,527.2425000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.7023948319831,False,527.2,527.3425000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70218927013923,False,527.4,527.4425000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70218927013923,False,527.4,527.5425,10505.0,True,False,False,False,4,False,True,0.0,9977.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.7019837082953,False,527.6,527.6625,10505.0,True,False,False,False,4,False,True,0.0,9977.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.7019837082953,False,527.6,527.7425000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.4,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70177814645143,False,527.8,527.8625000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.70177814645143,False,527.8,527.9425000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.2,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.701572584607504,False,528.0,528.0625000000001,10505.0,True,False,False,False,4,False,True,0.0,9977.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.701572584607504,False,528.0,528.1625,10505.0,True,False,False,False,4,False,True,0.0,9977.0,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.701367022763634,False,528.2,528.2425000000001,10505.0,True,False,False,False,4,False,True,0.0,9976.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.701367022763634,False,528.2,528.3625000000001,10505.0,True,False,False,False,4,False,True,0.0,9976.8,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
18.701161460919764,False,528.4,528.4625000000001,10505.0,True,False,False,False,4,False,True,0.0,9976.6,1,43200.0,6,Autodromo Enzo e Dino Ferrari,36.000098172548064,0.0,0.0,0.0,0.0,0.0,0.0,False
