camber_0,camber_1,camber_2,camber_3,elapsed_time,is_detached_0,is_detached_1,is_detached_2,is_detached_3,is_offroad,lap_number,position_vertical_0,position_vertical_1,position_vertical_2,position_vertical_3,ride_height_0,ride_height_1,ride_height_2,ride_height_3,rotation_0,rotation_1,rotation_2,rotation_3,slip_angle_fl,slip_angle_fr,slip_angle_rl,slip_angle_rr,suspension_deflection_0,suspension_deflection_1,suspension_deflection_2,suspension_deflection_3,suspension_force_0,suspension_force_1,suspension_force_2,suspension_force_3,third_spring_deflection_0,third_spring_deflection_1,third_spring_deflection_2,third_spring_deflection_3,toe_0,toe_1,toe_2,toe_3,toe_symmetric_0,toe_symmetric_1,toe_symmetric_2,toe_symmetric_3,velocity_lateral_0,velocity_lateral_1,velocity_lateral_2,velocity_lateral_3,velocity_longitudinal_0,velocity_longitudinal_1,velocity_longitudinal_2,velocity_longitudinal_3
-0.053996606273685126,-0.05954417833115415,-0.05416017525182614,-0.05813243843561272,524.5225,False,False,False,False,False,4,7.834585116886116,3.0311425695813776,13.005912555380634,7.636514578775317,41.60473499702025,44.336845274270395,44.00360044098339,46.95489082278526,-191.80401302610258,-191.21201173238705,-186.38005809702443,-186.38259323258507,-0.0034323479416027026,-0.006544632645620117,-0.00574149851287026,-0.00039741823000662184,58.594690852028286,55.44135658137428,77.08220167522734,72.77394534024751,7764.254763168923,6386.359681015329,10096.982400857862,8854.344552894965,57.01802371670128,57.01802371670128,74.92807350773742,74.92807350773742,0.0028073900755047182,0.0048624634001825364,0.001553065146982218,-0.002182162796581551,0.0028073900755047182,-0.0048624634001825364,0.001553065146982218,0.002182162796581551,0.22062694084032675,0.420166565055192,0.3690503650895405,0.025511734541743714,-64.27847007075832,-64.19925898068936,-64.27700173202263,-64.19366619945997
-0.05506404942472229,-0.059912215887622945,-0.058224412417785566,-0.061864648131177064,524.6225000000001,False,False,False,False,False,4,9.748881611518813,3.8440558669427283,16.947862442258856,11.77154910789856,41.59827053580134,44.05227433011899,42.14939396967562,45.1097590735586,-191.7166529619543,-191.5305175922719,-186.78059713420652,-186.78313236288298,-0.0025299753352476997,-0.005614883197455764,-0.005065278780854621,0.0006057535865163386,59.93703881716922,55.95249535258739,80.25694407283962,76.1418388039759,6415.772341210797,6149.749806412292,8806.09652322192,7639.411934216511,57.94476708487831,57.94476708487831,78.19939143840776,78.19939143840776,0.001965027863478913,0.003937711748618086,0.0010014199726569907,-0.0016656127029096488,0.001965027863478913,-0.003937711748618086,0.0010014199726569907,0.0016656127029096488,0.1629516972887579,0.36134615752316535,0.32623957755374455,-0.03898470851104374,-64.40827598039075,-64.35438591181874,-64.4064821598966,-64.357363473367
-0.053967319657464284,-0.058078142797955624,-0.05646788730406914,-0.06006963700299265,524.7425000000001,False,False,False,False,False,4,6.534684604959536,1.4599750152528777,14.9445049845521,10.105843387518604,45.72293692419132,48.142497480489375,46.327293552036465,48.650118791031986,-191.97179581362388,-191.60033993720904,-187.25305093333816,-187.2555860122927,-0.004721094112596784,-0.007698511297195019,-0.00517206881703584,0.0007917945200678006,57.74071756025029,54.424880787681154,78.68933088873287,74.79626128562077,5694.152270316671,4794.587866206372,7745.782384360062,7138.097327105165,56.08279917396572,56.08279917396572,76.74279608717683,76.74279608717683,0.004790002211206464,0.007105232084487024,0.0012387430527487425,-0.0018541220994523647,0.004790002211206464,-0.007105232084487024,0.0012387430527487425,0.0018541220994523647,0.30494685225153795,0.4965893031726534,0.33408944752323055,-0.05107753237481383,-64.5919313085798,-64.50331414717353,-64.59435872552812,-64.50855671024526
-0.05310453847838045,-0.05961341937371727,-0.05555330079694031,-0.06074837881740076,524.8225000000001,False,False,False,False,False,4,7.003218200094311,2.312612310977912,14.995056623502528,9.820356678121742,44.08856292798063,46.953288485314296,44.35182905418508,47.62310822368318,-192.5868291886862,-191.95360624271447,-187.51164944655744,-187.51418446697832,-0.004079135374092624,-0.0070761425953241265,-0.006209020150794224,-0.0006140051586347903,58.03585549352075,54.99377270177236,78.71673545659574,74.54897557512896,6830.793169765672,5059.84233989607,9011.678172770913,7454.014142791466,56.51481409764656,56.51481409764656,76.63285551586235,76.63285551586235,0.003366679781910749,0.005580250018306736,0.0012583057482623004,-0.0019022063313507845,0.003366679781910749,-0.005580250018306736,0.0012583057482623004,0.0019022063313507845,0.2639351535703067,0.457165480933595,0.401754927555646,0.03966867972609389,-64.70334163025056,-64.6055169726151,-64.70421338245144,-64.6064193161397
-0.05585372754018094,-0.06072010778048938,-0.06032212190511362,-0.06357040455924527,524.9425000000001,False,False,False,False,False,4,11.029525528716265,5.606755929474945,19.00565354264957,13.589102939986729,42.141407063730455,44.65818918017656,38.802293135168256,41.58217207034207,-192.75840420244236,-192.48974164195974,-188.0396260711357,-188.0421610091429,-0.002924892756704913,-0.005992707677578978,-0.0051983648696258215,-3.5790239707665414e-05,60.77294586389526,57.187940986157756,81.92930933057873,77.54543677665343,5646.273936659707,5000.408374988332,9480.44907372573,8898.22468039874,58.98044342502651,58.98044342502651,79.73737305361608,79.73737305361608,0.002039610889827937,0.0039326476881264855,0.0007204199311406468,-0.0014758632021139163,0.002039610889827937,-0.0039326476881264855,0.0007204199311406468,0.0014758632021139163,0.18963917448514866,0.38822012583076493,0.337027442338818,0.002318634781540041,-64.83609809712051,-64.78131412079642,-64.83277241119303,-64.78399696365915
-0.05391552986827862,-0.0597349763855122,-0.05737005709467913,-0.062392239962667906,525.0225,False,False,False,False,False,4,8.368521225221496,2.7220564878653666,16.759900445291986,11.60686354335073,44.09487535741788,47.288175364639834,45.104847738293735,47.82491483419801,-193.15134687026656,-192.5717475417332,-188.23274170905927,-188.23527664840384,-0.003761630716901867,-0.006707744898619985,-0.004962935562729294,0.0010100234709923299,58.94623446390346,55.291523801531575,80.16428942441416,75.99404563428375,6234.150909983524,4466.114189846731,7765.7319733637605,6536.658973428019,57.11887913271752,57.11887913271752,78.07916752934896,78.07916752934896,0.003533646149118644,0.005703747291632435,0.00100096289031125,-0.00166099297567924,0.003533646149118644,-0.005703747291632435,0.00100096289031125,0.00166099297567924,0.2443011249420053,0.4352148716215467,0.3223218280349931,-0.06553939739533732,-64.94523015435583,-64.8814692344421,-64.9452683026208,-64.88896247562347
-0.053401779311488845,-0.05805121094177579,-0.05495024057928773,-0.06003284628057711,525.1425,False,False,False,False,False,4,6.723739778403152,0.052314240205811324,14.128113345235695,9.323199130455931,44.950285704327854,48.26869662357369,47.11003975727432,50.01499512800709,-193.84076920831683,-193.3281731694761,-188.61927676461588,-188.6218115227032,-0.005411567763457507,-0.008438531084153074,-0.006127646554185382,-0.00011221345692869307,57.85850029377987,53.47341039056036,78.03695805150402,74.178976529158,6580.745909403457,5520.497537103565,7683.338715535649,6739.905499258104,55.665955342170115,55.665955342170115,76.107967290331,76.107967290331,0.005151560494060433,0.007492913934116097,0.0013358919805167172,-0.0019354864851838611,0.005151560494060433,-0.007492913934116097,0.0013358919805167172,0.0019354864851838611,0.35238708969432864,0.5485511923065358,0.39903667405559506,0.007295172451341259,-65.1167397688561,-65.00398780496312,-65.11989165246051,-65.01156474804179
-0.05409756762758422,-0.05910552466943336,-0.057117614051059945,-0.06095350093962875,525.2225000000001,False,False,False,False,False,4,8.050215279403114,2.189044378656458,16.023080748946846,10.61664731026506,44.87361344294821,47.95950948323618,41.88667030669094,45.652336738757846,-193.7371532630525,-193.2217631353378,-188.96427508993625,-188.96457561545918,-0.003883917994501723,-0.006903465287945493,-0.006654571479828798,-0.0012824984415434836,58.777956702171174,54.90286378828863,79.51789035687106,75.18088996863554,5355.304220943957,4417.538664842416,9824.635911440782,8043.084340168693,56.8404102452299,56.8404102452299,77.3493901627533,77.3493901627533,0.002489073385727711,0.00471126815321195,0.0011453693471035274,-0.0018273049423041998,0.002489073385727711,-0.00471126815321195,0.0011453693471035274,0.0018273049423041998,0.2532661151779463,0.4495288748798645,0.433920802717628,0.08350873459292263,-65.20859658829892,-65.11537538277035,-65.20546046616354,-65.11406649921294
-0.05272751904205032,-0.05835195962401538,-0.055940756505401396,-0.0586631726555314,525.3225000000001,False,False,False,False,False,4,5.128014346174397,0.9989352520884641,14.358225751882632,8.678840598698464,45.86087706199329,48.193823223689314,47.29046304093762,50.48614160470385,-194.0895725803876,-193.93399387241618,-189.2064916813738,-189.2067921912563,-0.0020240521287531255,-0.004923301034651968,-0.005266286552727189,0.0008568117080682898,56.82469195396933,54.07555207046849,78.21761003319327,73.67694705191491,6072.932993315457,5505.251031607914,7469.007984373692,6359.3337222506625,55.45012201221891,55.45012201221891,75.94727854255409,75.94727854255409,0.0005678568236860244,0.0029153750498665605,0.0013143139507323324,-0.001993474383372968,0.0005678568236860244,-0.0029153750498665605,0.0013143139507323324,0.001993474383372968,0.1321653994014227,0.3213576215782421,0.34388710152085444,-0.055929499822862994,-65.29733945058688,-65.27226811060794,-65.29912851801974,-65.27628603782529
-0.05462380964735717,-0.05750738860309767,-0.05850812339073674,-0.06029557668052845,525.4425000000001,False,False,False,False,False,4,6.326141085292355,1.8623467539981893,16.11149279457776,11.280135900614226,46.58964293097203,48.5116351216279,44.3080932890311,46.880808423759525,-194.3058852734164,-194.1684260442034,-189.71723385914945,-189.71753416820684,-0.0037775881840500587,-0.006819567592744764,-0.0041421173812635605,0.0016385911734313697,57.64339634979881,54.66399775375186,79.59791613053075,75.75761517994533,4905.819631445571,4723.080878942422,8002.366863433778,7384.614752425085,56.15369705177534,56.15369705177534,77.67776565523803,77.67776565523803,0.004098253828190415,0.006412846299841742,0.0010982183531787206,-0.0017094003643601404,0.004098253828190415,-0.006412846299841742,0.0010982183531787206,0.0017094003643601404,0.24728255064222004,0.44597759422845584,0.2711419510112272,-0.10717090585003497,-65.46011961555323,-65.39574166874844,-65.4593714709253,-65.40423973376379
