accel_lateral,accel_longitudinal,accel_vertical,class_name,damage_severity_0,damage_severity_1,damage_severity_2,damage_severity_3,damage_severity_4,damage_severity_5,damage_severity_6,damage_severity_7,downforce_front,downforce_rear,driver_name,elapsed_time,finish_state,fuel,impact_magnitude,impact_position_0,impact_position_1,impact_time,in_garage,in_pits,is_detached,is_driving,is_player,lap_number,number_penalties,number_pitstops,orientation_yaw_radians,path_lateral,pit_request,place,player_index,position_lateral,position_longitudinal,position_vertical,position_xyz_0,position_xyz_1,position_xyz_2,qualification,same_class,slot_id,speed,tank_capacity,total_vehicles,track_edge,vehicle_name,velocity_lateral,velocity_longitudinal,velocity_vertical
-3.2749545574188232,-1.2886927127838135,3.489408254623413,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,524.5225,0,71.4772311500652,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.6614646293396187,4.315005302429199,False,24,37,-11.678814888000488,-18.284975051879883,0.8034019470214844,-18.284975051879883,0.8034019470214844,11.678814888000488,40,True,0,64.24140456454191,117.0,38,8.107999801635742,Manthey Ema 2024 #91:LM,0.1549530029296875,-64.24120330810547,-0.04298277199268341
-2.6113247871398926,-1.2583298683166504,1.2187891006469727,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,524.6225000000001,0,71.4730957966379,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.665401354133422,5.23750114440918,False,24,37,-12.260528564453125,-24.689899444580078,0.8215557336807251,-24.689899444580078,0.8215557336807251,12.260528564453125,40,True,0,64.38220790838119,117.0,38,7.427000045776367,Manthey Ema 2024 #91:LM,0.1203603744506836,-64.38209533691406,-0.0029269084334373474
-2.6751482486724854,-1.3977326154708862,-0.7214866280555725,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,524.7425000000001,0,71.46813073672905,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.669576378193778,5.23750114440918,False,24,37,-12.9940824508667,-32.39111328125,0.8536653518676758,-32.39111328125,0.8536653518676758,12.9940824508667,40,True,0,64.5488150996658,117.0,38,7.427000045776367,Manthey Ema 2024 #91:LM,0.09550142288208008,-64.54874420166016,0.005677826702594757
-3.4263758659362793,-1.2572263479232788,0.8837888240814209,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,524.8225000000001,0,71.46481938545243,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.6744608435643122,5.66990852355957,False,24,37,-13.505584716796875,-37.534027099609375,0.8705264925956726,-37.534027099609375,0.8705264925956726,13.505584716796875,40,True,0,64.65648035115832,117.0,38,6.981999397277832,Manthey Ema 2024 #91:LM,0.16871261596679688,-64.65625762939453,-0.018352501094341278
-2.5263450145721436,-1.7524900436401367,1.5792453289031982,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,524.9425000000001,0,71.45984925326526,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.6802448695054906,5.66990852355957,False,24,37,-14.313905715942383,-45.25947952270508,0.913834810256958,-45.25947952270508,0.913834810256958,14.313905715942383,40,True,0,64.80877139444371,117.0,38,6.981999397277832,Manthey Ema 2024 #91:LM,0.14645099639892578,-64.80860137939453,-0.024269521236419678
-2.636143445968628,-0.8924192786216736,-1.1305334568023682,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.0225,0,71.45653455011563,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.6825448765394513,5.421792030334473,False,24,37,-14.876856803894043,-50.41773986816406,0.9561506509780884,-50.41773986816406,0.9561506509780884,14.876856803894043,40,True,0,64.91415347042083,117.0,38,6.854000091552734,Manthey Ema 2024 #91:LM,0.10028219223022461,-64.91407012939453,0.027631491422653198
-3.36167573928833,-1.369896650314331,-0.3515314757823944,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.1425,0,71.45156033292218,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.688650127017105,5.421792030334473,False,24,37,-15.754782676696777,-58.16683578491211,1.0095131397247314,-58.16683578491211,1.0095131397247314,15.754782676696777,40,True,0,65.06334976276229,117.0,38,6.854000091552734,Manthey Ema 2024 #91:LM,0.142242431640625,-65.06319427490234,0.0004341602325439453
-3.628816604614258,-1.0290547609329224,0.6685931086540222,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.2225000000001,0,71.44824273349722,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.694239406950127,4.715012550354004,False,24,37,-16.367765426635742,-63.33950424194336,1.042656660079956,-63.33950424194336,1.042656660079956,16.367765426635742,40,True,0,65.1624773728916,117.0,38,6.914999961853027,Manthey Ema 2024 #91:LM,0.2108464241027832,-65.16212463378906,-0.038914889097213745
-2.186429023742676,-0.9382625818252563,-1.0588992834091187,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.3225000000001,0,71.4440947803916,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.6973279634335063,4.715012550354004,False,24,37,-17.165035247802734,-69.81292724609375,1.0855520963668823,-69.81292724609375,1.0855520963668823,17.165035247802734,40,True,0,65.28560965248445,117.0,38,6.914999961853027,Manthey Ema 2024 #91:LM,0.13867855072021484,-65.28546142578125,0.01106250286102295
-1.8459234237670898,-1.5487078428268433,-0.8997650742530823,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.4425000000001,0,71.43911650788415,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.699815033528073,4.005248069763184,False,24,37,-18.152849197387695,-77.59302520751953,1.1347793340682983,-77.59302520751953,1.1347793340682983,18.152849197387695,40,True,0,65.42862897712956,117.0,38,6.98799991607666,Manthey Ema 2024 #91:LM,0.053791046142578125,-65.42860412597656,-0.018933475017547607
-3.16119122505188,-0.7499678730964661,-0.14114539325237274,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.5225,0,71.43579733539488,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.703835027553358,4.005248069763184,False,24,37,-18.82956314086914,-82.78716278076172,1.1678823232650757,-82.78716278076172,1.1678823232650757,18.82956314086914,40,True,0,65.52163936680886,117.0,38,6.98799991607666,Manthey Ema 2024 #91:LM,0.12766361236572266,-65.52151489257812,-0.003673948347568512
-2.3246777057647705,-1.4051356315612793,-0.027370985597372055,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,525.6425,0,71.43081785311445,108.11166381835938,0.9694831967353821,1.4602324962615967,430.239990234375,False,False,False,1,False,4,0,0,-1.7096651377400445,3.324519634246826,False,24,37,-19.8801326751709,-90.58739471435547,1.222428560256958,-90.58739471435547,1.222428560256958,19.8801326751709,40,True,0,65.66184503418776,117.0,38,6.697999954223633,Manthey Ema 2024 #91:LM,0.16140079498291016,-65.6616439819336,-0.01877942681312561
