accel_lateral,accel_longitudinal,accel_vertical,class_name,damage_severity_0,damage_severity_1,damage_severity_2,damage_severity_3,damage_severity_4,damage_severity_5,damage_severity_6,damage_severity_7,downforce_front,downforce_rear,driver_name,elapsed_time,finish_state,fuel,impact_magnitude,impact_position_0,impact_position_1,impact_time,in_garage,in_pits,is_detached,is_driving,is_player,lap_number,number_penalties,number_pitstops,orientation_yaw_radians,pit_request,place,player_index,position_lateral,position_longitudinal,position_vertical,position_xyz_0,position_xyz_1,position_xyz_2,qualification,same_class,slot_id,speed,tank_capacity,total_vehicles,vehicle_name,velocity_lateral,velocity_longitudinal,velocity_vertical
0.1535123586654663,-2.794257402420044,1.319108247756958,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.0625,0,7.030454094203223,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.554978528021112,False,30,37,-751.623291015625,-241.4416961669922,22.410900115966797,-241.4416961669922,22.410900115966797,751.623291015625,40,True,0,53.79378138925736,117.0,38,Manthey Ema 2024 #91:LM,-0.008251190185546875,-53.793434143066406,-0.19310921430587769
-0.02808070182800293,-2.33889102935791,-0.8276443481445312,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.1625000000001,0,7.026344009233636,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.554542298184333,False,30,37,-756.1131591796875,-244.425048828125,22.525062561035156,-244.425048828125,22.525062561035156,756.1131591796875,40,True,0,54.04489824619974,117.0,38,Manthey Ema 2024 #91:LM,-0.016515731811523438,-54.044776916503906,-0.11332130432128906
0.1422945261001587,-2.916797637939453,-0.5941385626792908,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.2625,0,7.022228162913381,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.554588329393926,False,30,37,-760.6242065429688,-247.42335510253906,22.631336212158203,-247.42335510253906,22.631336212158203,760.6242065429688,40,True,0,54.30386602708142,117.0,38,Manthey Ema 2024 #91:LM,-0.011056900024414062,-54.303680419921875,-0.14154887199401855
0.17297101020812988,-2.4428226947784424,0.6586635112762451,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.3625000000002,0,7.018107123092674,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5542189313430685,False,30,37,-765.1559448242188,-250.4364776611328,22.73472785949707,-250.4364776611328,22.73472785949707,765.1559448242188,40,True,0,54.55777792403903,117.0,38,Manthey Ema 2024 #91:LM,-0.017822265625,-54.557533264160156,-0.16241461038589478
0.04486572742462158,-2.439901351928711,0.12912879884243011,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.4625,0,7.013981164384933,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5540734654601676,False,30,37,-769.7081909179688,-253.46446228027344,22.842124938964844,-253.46446228027344,22.842124938964844,769.7081909179688,40,True,0,54.80695338847963,117.0,38,Manthey Ema 2024 #91:LM,-0.018571853637695312,-54.806785583496094,-0.1343458890914917
-0.5094276070594788,-2.5245211124420166,1.3958669900894165,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.5625,0,7.00985131232315,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5547140975103657,False,30,37,-774.2813720703125,-256.5051574707031,22.955636978149414,-256.5051574707031,22.955636978149414,774.2813720703125,40,True,0,55.05336824751833,117.0,38,Manthey Ema 2024 #91:LM,-0.013202667236328125,-55.05304718017578,-0.18755602836608887
-0.9754456281661987,-2.1225621700286865,-1.7324869632720947,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.6825000000001,0,7.004889378971059,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5569750708367636,False,30,37,-779.80029296875,-260.1652526855469,23.09979820251465,-260.1652526855469,23.09979820251465,779.80029296875,40,True,0,55.339898761949,117.0,38,Manthey Ema 2024 #91:LM,0.023786544799804688,-55.339744567871094,-0.12845367193222046
-0.907686710357666,-2.2525267601013184,-0.16317075490951538,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.7625,0,7.001577952365528,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5580078364202117,False,30,37,-783.4989013671875,-262.6108703613281,23.18549346923828,-262.6108703613281,23.18549346923828,783.4989013671875,40,True,0,55.52850916279405,117.0,38,Manthey Ema 2024 #91:LM,0.021444320678710938,-55.52827453613281,-0.15999069809913635
-0.7150935530662537,-2.7018070220947266,1.4337563514709473,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.8825000000002,0,6.99660622023621,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5589039649997924,False,30,37,-789.0744018554688,-266.2879333496094,23.3173770904541,-266.2879333496094,23.3173770904541,789.0744018554688,40,True,0,55.807283420396196,117.0,38,Manthey Ema 2024 #91:LM,-0.0003871917724609375,-55.80699920654297,-0.17810720205307007
-0.675574004650116,-2.1967265605926514,-1.407668948173523,GT3,0,0,0,0,0,0,0,0,0.0,0.0,Lance Arevalo,1271.9625,0,6.993289155599223,0.0,-0.0,0.0,0.0,False,False,False,1,False,8,0,0,-2.5597625017337773,False,30,37,-792.8094482421875,-268.74542236328125,23.414037704467773,-268.74542236328125,23.414037704467773,792.8094482421875,40,True,0,55.98998080486831,117.0,38,Manthey Ema 2024 #91:LM,0.0028285980224609375,-55.98979568481445,-0.14395034313201904
