camber_0,camber_1,camber_2,camber_3,elapsed_time,is_detached_0,is_detached_1,is_detached_2,is_detached_3,is_offroad,lap_number,position_vertical_0,position_vertical_1,position_vertical_2,position_vertical_3,ride_height_0,ride_height_1,ride_height_2,ride_height_3,rotation_0,rotation_1,rotation_2,rotation_3,slip_angle_fl,slip_angle_fr,slip_angle_rl,slip_angle_rr,suspension_deflection_0,suspension_deflection_1,suspension_deflection_2,suspension_deflection_3,suspension_force_0,suspension_force_1,suspension_force_2,suspension_force_3,third_spring_deflection_0,third_spring_deflection_1,third_spring_deflection_2,third_spring_deflection_3,toe_0,toe_1,toe_2,toe_3,toe_symmetric_0,toe_symmetric_1,toe_symmetric_2,toe_symmetric_3,velocity_lateral_0,velocity_lateral_1,velocity_lateral_2,velocity_lateral_3,velocity_longitudinal_0,velocity_longitudinal_1,velocity_longitudinal_2,velocity_longitudinal_3
-0.05312732782413064,-0.05483778989640726,-0.05332101007413968,-0.05451879260680894,1271.0625,False,False,False,False,False,8,-4.787266980778877,-5.998547117932629,8.84977084517206,7.850016060606306,59.32593913986997,60.11301376756556,48.968358419426785,49.2127169050996,-159.3584223104559,-159.32958644666184,-156.22655079915003,-156.22198551313704,0.0024259954569260138,-0.0007676233797647413,-0.002393349110848741,0.0028920324100213377,53.924037246959436,53.184839775145875,73.48224835805445,72.63499322418865,3648.8277709614445,3114.133432333846,8514.588321719668,8598.226846440473,53.55443851105265,53.55443851105265,73.05862079112154,73.05862079112154,-0.0021383729469853833,0.0005250275449154418,0.0020577217816339934,-0.002172592654868494,-0.0021383729469853833,-0.0005250275449154418,0.0020577217816339934,0.002172592654868494,-0.13049394376609413,0.041298407622793576,0.12873038198321396,-0.1555750318624085,-53.78974943587765,-53.80034089609742,-53.786610405162364,-53.79420977012252
-0.05231458188557517,-0.05347103348032158,-0.05173745683869948,-0.053026156335012335,1271.1625000000001,False,False,False,False,False,8,-6.802529144667875,-8.69441920646635,7.0984692676005885,6.251231538657343,60.23933036357415,60.74998520375557,55.26932512255234,55.44314201362099,-160.34841292474363,-160.31807704727981,-157.56933490182223,-157.56476898113064,0.0017083513544324256,-0.001571150758032731,-0.0028173029453078574,0.0034538142252185304,52.597727507831095,51.36442690486381,72.09936930621913,71.41828279574125,4509.162146083515,4263.934439322333,6334.137655990309,6253.3165216601865,51.98107720634745,51.98107720634745,71.75882605098019,71.75882605098019,-0.0012202394461889676,0.0016634038262480757,0.002208514127276278,-0.0022923331053917007,-0.0012202394461889676,-0.0016634038262480757,0.002208514127276278,0.0022923331053917007,-0.0923260002335411,0.08491411063017296,0.1522628925320113,-0.18666835611270827,-54.04386526065893,-54.045762524983346,-54.04547989366421,-54.04680208447232
-0.05123942373828285,-0.05360439023128548,-0.05078541276678928,-0.05300118734206623,1271.2625,False,False,False,False,False,8,-8.029951663288026,-9.481071824573378,6.603927750722947,5.695245819928645,61.268035179446315,62.28798465418037,54.893774134915056,54.98617008000117,-161.0341062649564,-160.8952971423831,-158.1839837494089,-158.1794173956699,0.0023743993076547985,-0.000914666869851834,-0.0028181243010037826,0.003259032859062571,51.73796941671643,50.90504299190529,71.73824259199645,70.92591617385041,4437.005642611799,3547.1592480157733,6663.517603350936,6751.5844030401,51.321506204310865,51.321506204310865,71.33207938292344,71.33207938292344,-0.0020274505283619636,0.0010064336391811337,0.002258574988566018,-0.002359248732883816,-0.0020274505283619636,-0.0010064336391811337,0.002258574988566018,0.002359248732883816,-0.12893347468087057,0.04967093359406505,0.15304308602611272,-0.1769925628161495,-54.301410873028914,-54.30492934579164,-54.306575768951106,-54.30811649948544
-0.052689811574911566,-0.053887786601205745,-0.05163818581559997,-0.052778333959128634,1271.3625000000002,False,False,False,False,False,8,-6.139266493524714,-7.635937484723611,6.879718461304986,6.117936862302051,59.89462548596741,60.13088333213637,52.74834942842846,52.53193442868209,-161.80477793851475,-161.81188502829534,-158.85662188855008,-158.85205506387337,0.0019855488618413263,-0.0012850647214971234,-0.0024641591886224615,0.003263217319614548,53.047788172159436,52.06037630945881,71.89318374131715,71.28898306130709,4091.4866242398157,4101.977715733487,7746.2288903371345,7618.5649237164325,52.55408224080912,52.55408224080912,71.59108340131212,71.59108340131212,-0.001503988189053059,0.0012893915377528017,0.0022612571719575016,-0.00233363942666828,-0.001503988189053059,-0.0012893915377528017,0.0022612571719575016,0.00233363942666828,-0.10832241978268087,0.07011141676689547,0.13442191234553746,-0.1780419570337095,-54.55533203646878,-54.558635841636644,-54.55071283240234,-54.56005764555856
-0.05150320715916973,-0.05481893604045886,-0.050573987026436173,-0.054236707174074944,1271.4625,False,False,False,False,False,8,-6.193807078293388,-8.162118199701723,7.1218749797125245,6.290352575748152,58.42570124469162,60.055221558320966,53.82235263120138,54.22890153176613,-162.79818214649876,-162.56276593003932,-159.5704485118442,-159.56588189360932,0.0017859800767867395,-0.001380170057611471,-0.002711432489980118,0.003342106785374543,52.92988584308445,51.77617716220101,72.15339765780581,71.39567677894237,5368.521422367183,4114.912943351255,6797.943947867945,6842.860840818646,52.35303150264273,52.35303150264273,71.77453721837409,71.77453721837409,-0.0012333939366011627,0.0015589317987789375,0.002208484125594252,-0.0023023824268505527,-0.0012333939366011627,-0.0015589317987789375,0.002208484125594252,0.0023023824268505527,-0.09788232754700132,0.07564355569977721,0.14861252546413795,-0.18316595994582485,-54.80588767290232,-54.80738207023241,-54.809463934658936,-54.80533380280369
-0.054031092621357815,-0.05435879560981876,-0.053212458708902406,-0.055262463680888455,1271.5625,False,False,False,False,False,8,-3.313544086034407,-6.62457319182742,8.874794079620239,8.50438203524663,57.0566390452783,58.374493953022,48.50550739379697,49.214624561381534,-163.30342204950372,-163.26425994267694,-160.11344131848188,-160.1088747062519,0.0004283764359705566,-0.0028544667071370468,-0.0027547683916482203,0.002639168181550598,54.90658968520884,52.746581873028944,73.48533407522606,73.1867478350523,4055.081806831643,4001.606861371956,8458.17369509626,8135.419812112957,53.82658577911889,53.82658577911889,73.33604095513918,73.33604095513918,0.0005755111795619891,0.0031458994943822966,0.002055669538718041,-0.0020896566025342617,0.0005755111795619891,-0.0031458994943822966,0.002055669538718041,0.0020896566025342617,-0.02359055107633168,0.15710792313915078,0.15168919653099167,-0.1452614169901203,-55.069671560897035,-55.039176334416666,-55.06408933697415,-55.04047856697157
-0.05144591747089071,-0.0536541696385753,-0.05086301297353005,-0.05311067794239775,1271.6825000000001,False,False,False,False,False,8,-7.28375815936223,-9.682538441716424,7.001825591979911,5.522848718758006,60.31508388544826,61.739176687411415,54.58873242121984,55.71602339639059,-164.1783334737908,-163.9585736097919,-161.1230149194315,-161.11844857635384,0.0007546811002129024,-0.0025249568185360814,-0.003916102682266381,0.0024454223238330195,52.26849027376973,50.73685360588426,72.03791319774555,70.83610363202858,4250.8831175192145,3660.1275641718903,6339.822825878658,5751.900127746135,51.502671939826996,51.502671939826996,71.43700841488706,71.43700841488706,-0.0005155014716158115,0.0024867966160185976,0.0022059338041146323,-0.0023576956028041334,-0.0005155014716158115,-0.0024867966160185976,0.0022059338041146323,0.0023576956028041334,-0.0417745744133029,0.13969370371000522,0.21678959051071445,-0.13529773631046638,-55.353932238006614,-55.32506766701906,-55.3582221612823,-55.32683058226441
-0.05169008008662046,-0.05370122858851439,-0.050496691495511836,-0.052653772498130455,1271.7625,False,False,False,False,False,8,-6.741529471338584,-9.606560569948881,6.57242977537497,5.064521885991957,60.10228753706057,61.36280786792142,53.29640014770029,54.113112167210126,-164.75470943031826,-164.64090617505943,-161.61038215932044,-161.60581621290424,0.0009670981875358942,-0.002360415636406723,-0.003490579706063441,0.002437684146022555,52.61625231695432,50.79106614427364,71.68007050582548,70.44083896197357,4453.96261640663,3889.6634552195715,7361.587887131212,6815.669452561998,51.70365923061399,51.70365923061399,71.06045473389952,71.06045473389952,-0.0008954581415792286,0.0020537712258864205,0.0022795130081443276,-0.0024242756645596057,-0.0008954581415792286,-0.0020537712258864205,0.0022795130081443276,0.0024242756645596057,-0.053709385471066184,0.13105397781114547,0.19385635771865495,-0.13533953791714026,-55.53662432508002,-55.5214651173776,-55.53678377734947,-55.51960866695326
-0.05308764346553782,-0.0550963102514307,-0.05247261612263372,-0.05442610979475705,1271.8825000000002,False,False,False,False,False,8,-3.9529309004680684,-6.425181434884455,8.6787980662218,7.020815638477978,56.36342738322231,57.84443768728578,49.26309125174536,50.08523729312772,-165.7185861279351,-165.61771470702243,-162.1573493349442,-162.15278295667866,0.0008433063625518369,-0.0023692228749596714,-0.0028963405128566975,0.0026507621092510354,54.46448888993105,52.882458452224334,73.34026886200112,71.99916008182394,4782.283195709514,4218.058549244104,8367.201003528578,7718.340840525126,53.673473671077694,53.673473671077694,72.66971447191253,72.66971447191253,-0.00021640977219608467,0.0023452464239439945,0.00207133030152838,-0.002238422445153382,-0.00021640977219608467,-0.0023452464239439945,0.00207133030152838,0.002238422445153382,-0.0470688280991709,0.13220135297147095,0.1616555568915743,-0.1479048846273372,-55.81461142879297,-55.79935387688394,-55.81357031133769,-55.79698671983585
-0.052009028368324606,-0.0538414591933947,-0.053363427883191566,-0.05482761064622034,1271.9625,False,False,False,False,False,8,-6.755117909280055,-8.554304769934737,9.350289559160414,7.694261524736639,60.791549856439644,61.67679452394262,51.58625626904331,52.56109605418047,-165.84575676320412,-165.71627997347187,-162.84268530126567,-162.8381190515637,0.0007980846103151742,-0.0025169474161628705,-0.0031536739785138295,0.0027676639104785086,52.6185251652882,51.496234039327014,73.9102087145282,72.55586808223902,3635.2214480197167,3246.670782706411,6900.947043633149,6459.408679200716,52.057379602307606,52.057379602307606,73.2330383983836,73.2330383983836,-0.0003585204096317139,0.002580801604985439,0.001966529149136592,-0.002143060541059133,-0.0003585204096317139,-0.002580801604985439,0.001966529149136592,0.002143060541059133,-0.04469197056420526,0.14090428571825697,0.17660319617382214,-0.1549457746777243,-55.999026291045,-55.9820945281874,-55.999006840344265,-55.98417440230526
