carcass_temperature_0,carcass_temperature_1,carcass_temperature_2,carcass_temperature_3,compound_0,compound_1,compound_front,compound_name_0,compound_name_1,compound_name_front,compound_name_rear,compound_rear,elapsed_time,inner_temperature_avg_0,inner_temperature_avg_1,inner_temperature_avg_2,inner_temperature_avg_3,inner_temperature_ico_0,inner_temperature_ico_1,inner_temperature_ico_10,inner_temperature_ico_11,inner_temperature_ico_2,inner_temperature_ico_3,inner_temperature_ico_4,inner_temperature_ico_5,inner_temperature_ico_6,inner_temperature_ico_7,inner_temperature_ico_8,inner_temperature_ico_9,lap_number,load_0,load_1,load_2,load_3,pressure_0,pressure_1,pressure_2,pressure_3,surface_temperature_avg_0,surface_temperature_avg_1,surface_temperature_avg_2,surface_temperature_avg_3,surface_temperature_ico_0,surface_temperature_ico_1,surface_temperature_ico_10,surface_temperature_ico_11,surface_temperature_ico_2,surface_temperature_ico_3,surface_temperature_ico_4,surface_temperature_ico_5,surface_temperature_ico_6,surface_temperature_ico_7,surface_temperature_ico_8,surface_temperature_ico_9,wear_0,wear_1,wear_2,wear_3
64.40335936775023,57.735280123606,67.83550672933592,63.17768238304615,0,0,0,Medium,Medium,Medium,Medium,0,3506.8125,65.00731636988297,58.03644702707783,67.35054021627872,62.74782362325669,56.166827168515965,69.1840009854435,67.24756924852488,53.30572375356951,69.67112095568945,67.04194498564567,60.85342762651214,46.21396846907572,59.985691875635325,72.62876757527908,69.4371611979218,67.69017786767563,6,0.0,0.0,0.0,0.0,154.10997298887116,151.78462448645254,156.71311738553555,155.56074161738158,65.77367163549496,58.81943248931333,64.21291861027038,61.37614612090232,58.16451485260308,69.19484123379243,66.6975055349343,50.69997003049707,69.9616588200895,69.17307670860498,62.20505355124328,45.080167208091666,56.42057780228822,69.54337016886143,66.67480785966143,66.73096279727554,0.9381877779960632,0.9493841528892517,0.903735876083374,0.9278016090393066
64.40198867505637,57.75490035033516,67.83169553047486,63.1987402775016,0,0,0,Medium,Medium,Medium,Medium,0,3506.8925,65.0089241599672,58.03733855306024,67.35427487185979,62.75209300217409,56.169235223789144,69.18513904964777,67.25246604622322,53.30877928216546,69.67239820646466,67.04246370865474,60.85462521806858,46.2149267324574,59.988450066620544,72.6321320238352,69.44224252512356,67.6950336781336,6,0.0,0.0,0.0,0.0,154.13704752170585,151.80791645157967,156.79341295054775,155.8759651109586,65.88853843318185,59.2373461171191,64.22694681078468,61.54982057278386,58.09483708485158,69.1760533965957,66.92206380396715,50.96079997602783,70.39472481809815,69.4157332075045,62.69273819002342,45.603566953829386,56.28949054002544,69.54502517438033,66.84632471794822,66.76659793835648,0.9381837248802185,0.949372410774231,0.9037298560142517,0.9277929067611694
64.40037110803854,57.78532795133083,67.82629281249774,63.23555388533015,0,0,0,Medium,Medium,Medium,Medium,0,3507.0125000000003,65.01104528184584,58.039120724592806,67.35961921864185,62.75913555565296,56.17253065958289,69.1863951523041,67.26066438964489,53.31410681091427,69.67421003365058,67.0433704874726,60.857088264443234,46.216903421862526,59.99221621417723,72.63676483536449,69.44987660638395,67.70263546639967,6,0.0,0.0,0.0,0.0,154.12186352368826,151.88796457255265,156.77059478137727,155.6690963511047,65.91019416287787,59.797987099613806,64.27436912403948,62.213276669875654,57.99317742303731,69.01163982877517,67.64926582845425,51.73493432134762,70.72576523682119,69.71736970276771,63.43103685753829,46.24555473853536,56.117613417062444,69.60503519936486,67.10045875569119,67.25562985982515,0.9381783604621887,0.9493556618690491,0.9037206172943115,0.9277756810188293
64.39898095826089,57.80475812048235,67.82318210957129,63.258449882911975,0,0,0,Medium,Medium,Medium,Medium,0,3507.0925,65.01226889725132,58.04062113247409,67.36302774005196,62.764155141343394,56.17451634969649,69.1869260672334,67.26657677458905,53.318080478048955,69.675364274824,67.0441051172146,60.85916924811579,46.218589032091984,59.99448323510171,72.63958771555633,69.45501226949784,67.70780817139217,6,0.0,0.0,0.0,0.0,154.11031669964814,151.70752341842174,156.78605168021986,155.83574259135216,65.99290448655887,60.316717171004086,64.37329151495356,62.44824522278924,57.92694668172385,68.92695249313647,67.97529821430987,52.06835507256841,71.12481428481624,70.19698457261194,64.04453571736684,46.70863122303348,56.0158898868433,69.67491902809252,67.42906562992482,67.30108238148932,0.938174307346344,0.949343204498291,0.9037140607833862,0.9277648329734802
64.3955787649283,57.832420511669284,67.8159692048439,63.29274461940025,0,0,0,Medium,Medium,Medium,Medium,0,3507.2125,65.01381291306171,58.043327682176425,67.36785101384118,62.77236643284948,56.17718394559955,69.18724500375237,67.27638946792797,53.32478800216097,69.67700978983328,67.04535875019951,60.86297115607539,46.22165314025443,59.99749128263181,72.64338295421067,69.4626788046811,67.7159218284595,6,0.0,0.0,0.0,0.0,154.10718611062305,151.6795444337939,156.7547730255412,155.54422981590537,65.94106801060121,60.74319146076499,64.32588965965971,62.85192263338752,57.83039488822607,68.77605952192442,68.49764810214612,52.56411990080551,71.2167496216531,70.24685344671968,64.6967413355975,47.285979599977736,55.88750116941833,69.51906066992092,67.57110713963993,67.49399989721093,0.9381697177886963,0.9493248462677002,0.903705358505249,0.9277482628822327
64.3944926209665,57.8526271177015,67.81199989120432,63.31655742430337,0,0,0,Medium,Medium,Medium,Medium,0,3507.2925,65.01466425179223,58.04543480817256,67.3709295156026,62.778162241226426,56.178761535142826,69.18715688267832,67.28336566952214,53.32968753527393,69.67807433755553,67.0462991967213,60.86595392449135,46.22405130330503,59.999251107571695,72.64566933088992,69.46786810834612,67.72143351888315,6,0.0,0.0,0.0,0.0,154.20260505062438,151.99894673725555,156.77172340343907,155.84395595177136,65.96727816576731,60.83846770511258,63.84962929697048,62.41791781975729,57.767115397346345,68.758879526584,68.12637426048906,52.209864540058845,71.3758395733716,70.26570904422817,64.88809514356996,47.36159892753972,55.79104129245923,69.04676298697211,66.71108361148015,66.91751465872392,0.9381660223007202,0.9493139386177063,0.9037026762962341,0.9277421832084656
64.39248444619994,57.879518470249764,67.80679282657559,63.34946560760403,0,0,0,Medium,Medium,Medium,Medium,0,3507.4125,65.01570678392312,58.049113255295254,67.37527984286515,62.787532051039705,56.180832630887494,69.1866039930394,67.29476514587793,53.337817465070884,69.67968372784247,67.04793743683445,60.87115530240203,46.22824702664923,60.00149888503728,72.64869343609371,69.47564720746459,67.73001354217024,6,0.0,0.0,0.0,0.0,154.1425464518204,151.81146428569386,156.86137955759125,155.68551127913204,65.61513878224451,60.498316872105875,64.36232599562135,63.302442533013675,57.67508519463536,68.56432370952871,69.05777399828628,53.110989563511964,70.60600744256953,69.83100293275345,64.63447187293048,47.02947581063364,55.63323465130668,69.5898354993318,67.86390783622551,67.73856403724272,0.9381638169288635,0.9493069052696228,0.9036918878555298,0.9277254939079285
64.39263942736159,57.90308589619991,67.80393476307813,63.374686303036924,0,0,0,Medium,Medium,Medium,Medium,0,3507.5125000000003,65.0163443482972,58.05264272570645,67.37875115516516,62.79581137985798,56.18228997275213,69.18573736727387,67.30489563770084,53.345185438710416,69.6810057048657,67.0494992550519,60.876164397366324,46.23226452470101,60.003049426237794,72.6509333691688,69.48227067008884,67.73735306316274,6,0.0,0.0,0.0,0.0,154.45172950716227,151.8644985523157,156.95646037014217,155.57672586082703,65.22730451781507,60.0529781923853,64.32705278318406,63.24389752506562,57.59751556471076,68.26643579999438,69.00520669268406,53.12288818655253,69.81796218874001,69.47495242498644,63.83985076930571,46.844131382863736,55.506567230301926,69.60921045210011,67.86538066715013,67.60359769596027,0.938163697719574,0.9493066072463989,0.903684139251709,0.9277151226997375
64.39049941721044,57.91644635633037,67.80411702887153,63.39800194098018,0,0,0,Medium,Medium,Medium,Medium,0,3507.6125,65.01681000736414,58.056487309673685,67.38208266471992,62.80456781107557,56.18350869834637,69.18458522614407,67.31562918468092,53.35311651297883,69.68233609760193,67.05120773795892,60.881630164244314,46.23662402681782,60.00432448768953,72.65296650212605,69.48895700434429,67.74495773556697,6,0.0,0.0,0.0,0.0,154.33548145139264,151.39634524295337,156.89236679937156,154.87029679655598,65.13884299729165,59.97818414861371,63.95464246918442,63.04760968121582,57.522028406767106,68.22785671016857,68.6223258119669,52.946141292475545,69.66664387493927,69.42418285720589,63.693472123787046,46.816897464848125,55.3268531014113,69.30841906389577,67.22865524224613,67.574361939205,0.938163697719574,0.9493066072463989,0.903679609298706,0.9277087450027466
64.39762311764724,57.92555996803043,67.812137305428,63.4118084454426,0,0,0,Medium,Medium,Medium,Medium,0,3507.7125,65.01714104164074,58.06050943671681,67.38538721445246,62.813589185706974,56.184529368581764,69.18320697659715,67.3266746049249,53.36136929333901,69.68368677974343,67.05298267114694,60.887367563516875,46.24117807548669,60.00539788835823,72.65489766485825,69.49586609014091,67.75272365885701,6,0.0,0.0,0.0,0.0,154.48648000120724,151.30667452843736,157.6530657560144,155.38836855730662,64.83810230137789,59.79629624770075,63.25977270626271,62.50544133981947,57.29720196732035,67.93487478641299,68.02858145081353,52.55949191013542,69.28223015040027,69.23530768222406,63.48881933240585,46.66476172847234,55.02012992500545,68.4273066257116,66.3318815680712,66.9282506585094,0.938163697719574,0.9493066072463989,0.9036791324615479,0.9277085065841675
