behind_leader,behind_next,best_laptime,best_sector1,best_sector2,current_laptime,current_sector1,current_sector2,elapsed,elapsed_time,estimated_laptime,estimated_time_into,lap_number,last_laptime,last_sector1,last_sector2,start
0.0,0.0,142.57574462890625,37.806396484375,95.29791259765625,0.1066796874999909,-1.0,-1.0,402.0725,402.0725,118.18228149414062,0.015804117545485497,2,142.57574462890625,37.806396484375,95.29791259765625,401.9658203125
