elapsed_time,gear,gear_max,lap_number,oil_temperature,rpm,rpm_max,torque,turbo,water_temperature
524.5225,5,6,4,0.0,8592.220899738968,9400.0,0.0,101325.0,0.0
524.6225000000001,5,6,4,0.0,8610.685942776423,9400.0,0.0,101325.0,0.0
524.7425000000001,5,6,4,0.0,8632.466195712463,9400.0,0.0,101325.0,0.0
524.8225000000001,5,6,4,0.0,8644.387662531317,9400.0,0.0,101325.0,0.0
524.9425000000001,5,6,4,0.0,8668.72717824244,9400.0,0.0,101325.0,0.0
525.0225,5,6,4,0.0,8677.63010215258,9400.0,0.0,101325.0,0.0
525.1425,5,6,4,0.0,8695.449355357468,9400.0,0.0,101325.0,0.0
525.2225000000001,5,6,4,0.0,8711.302096924204,9400.0,0.0,101325.0,0.0
525.3225000000001,5,6,4,0.0,8722.468782305177,9400.0,0.0,101325.0,0.0
525.4425000000001,5,6,4,0.0,8746.013883267397,9400.0,0.0,101325.0,0.0
525.5225,5,6,4,0.0,8756.646101792356,9400.0,0.0,101325.0,0.0
525.6425,5,6,4,0.0,8772.08211075053,9400.0,0.0,101325.0,0.0
525.7425000000001,5,6,4,0.0,8784.70532031163,9400.0,0.0,101325.0,0.0
525.8425000000001,5,6,4,0.0,8809.602616591133,9400.0,0.0,101325.0,0.0
525.9425000000001,5,6,4,0.0,8817.744347792492,9400.0,0.0,101325.0,0.0
526.0425,5,6,4,0.0,8834.245793405838,9400.0,0.0,101325.0,0.0
526.1425,5,6,4,0.0,8845.594908586083,9400.0,0.0,101325.0,0.0
526.2425000000001,5,6,4,0.0,8860.416018380578,9400.0,0.0,101325.0,0.0
526.3425000000001,5,6,4,0.0,8876.839363057496,9400.0,0.0,101325.0,0.0
526.4425000000001,5,6,4,0.0,8880.164481283835,9400.0,0.0,101325.0,0.0
526.5425,5,6,4,0.0,8899.217029872938,9400.0,0.0,101325.0,0.0
526.6425,5,6,4,0.0,8910.057323280773,9400.0,0.0,101325.0,0.0
526.7425000000001,5,6,4,0.0,8927.118880833736,9400.0,0.0,101325.0,0.0
526.8425000000001,5,6,4,0.0,8946.29732346962,9400.0,0.0,101325.0,0.0
526.9425000000001,5,6,4,0.0,8957.305475606498,9400.0,0.0,101325.0,0.0
527.0425,5,6,4,0.0,8967.161930352446,9400.0,0.0,101325.0,0.0
527.1625,5,6,4,0.0,8981.352987070226,9400.0,0.0,101325.0,0.0
527.2425000000001,5,6,4,0.0,8985.100083490408,9400.0,0.0,101325.0,0.0
527.3425000000001,5,6,4,0.0,9000.855490308011,9400.0,0.0,101325.0,0.0
527.4425000000001,5,6,4,0.0,9004.073948300273,9400.0,0.0,101325.0,0.0
527.5425,5,6,4,0.0,9016.573595185826,9400.0,0.0,101325.0,0.0
527.6625,5,6,4,0.0,9023.324080601684,9400.0,0.0,101325.0,0.0
527.7425000000001,5,6,4,0.0,9036.693911801336,9400.0,0.0,101325.0,0.0
527.8625000000001,5,6,4,0.0,9058.51321520559,9400.0,0.0,101325.0,0.0
527.9425000000001,5,6,4,0.0,9064.163293397727,9400.0,0.0,101325.0,0.0
528.0625000000001,5,6,4,0.0,9080.748668375594,9400.0,0.0,101325.0,0.0
528.1625,5,6,4,0.0,9082.607936936862,9400.0,0.0,101325.0,0.0
528.2425000000001,5,6,4,0.0,9083.964212153809,9400.0,0.0,101325.0,0.0
528.3625000000001,5,6,4,0.0,9107.701068400247,9400.0,0.0,101325.0,0.0
528.4625000000001,5,6,4,0.0,9112.61967886687,9400.0,0.0,101325.0,0.0
528.5625000000001,5,6,4,0.0,9113.809261040395,9400.0,0.0,101325.0,0.0
528.6625,0,6,4,0.0,8984.39892359097,9400.0,0.0,101325.0,0.0
528.7425000000001,6,6,4,0.0,8024.4014468138275,9400.0,0.0,101325.0,0.0
528.8625000000001,6,6,4,0.0,8060.701479812019,9400.0,0.0,101325.0,0.0
528.9625000000001,6,6,4,0.0,8093.6699833129705,9400.0,0.0,101325.0,0.0
529.0625000000001,6,6,4,0.0,8128.1655349739585,9400.0,0.0,101325.0,0.0
529.1625,6,6,4,0.0,8129.755530157387,9400.0,0.0,101325.0,0.0
529.2625,6,6,4,0.0,8135.265726075321,9400.0,0.0,101325.0,0.0
529.3625000000001,6,6,4,0.0,8179.424228669613,9400.0,0.0,101325.0,0.0
529.4625000000001,6,6,4,0.0,8164.131016199684,9400.0,0.0,101325.0,0.0
529.5625000000001,6,6,4,0.0,8092.472824182926,9400.0,0.0,101325.0,0.0
529.6625,6,6,4,0.0,8096.246731372331,9400.0,0.0,101325.0,0.0
529.7625,6,6,4,0.0,8158.653459479064,9400.0,0.0,101325.0,0.0
529.8625000000001,6,6,4,0.0,8159.329557137706,9400.0,0.0,101325.0,0.0
529.9825000000001,6,6,4,0.0,8126.838401897468,9400.0,0.0,101325.0,0.0
530.0625000000001,6,6,4,0.0,8114.026351266196,9400.0,0.0,101325.0,0.0
530.1625,6,6,4,0.0,8131.080914705449,9400.0,0.0,101325.0,0.0
530.2625,6,6,4,0.0,8156.706764496421,9400.0,0.0,101325.0,0.0
530.3625000000001,6,6,4,0.0,8155.0637306173585,9400.0,0.0,101325.0,0.0
530.4825000000001,6,6,4,0.0,8175.118185995431,9400.0,0.0,101325.0,0.0
530.5625000000001,6,6,4,0.0,8163.524859678143,9400.0,0.0,101325.0,0.0
530.6825000000001,6,6,4,0.0,8171.609472284202,9400.0,0.0,101325.0,0.0
530.7625,6,6,4,0.0,8202.717541538268,9400.0,0.0,101325.0,0.0
530.8825,6,6,4,0.0,8203.55625234067,9400.0,0.0,101325.0,0.0
530.9825000000001,6,6,4,0.0,8220.822970562462,9400.0,0.0,101325.0,0.0
531.0825000000001,6,6,4,0.0,8212.055266184052,9400.0,0.0,101325.0,0.0
531.1825000000001,6,6,4,0.0,8228.939056680216,9400.0,0.0,101325.0,0.0
531.2625,6,6,4,0.0,8231.511141997104,9400.0,0.0,101325.0,0.0
531.3825,6,6,4,0.0,8084.593955088506,9400.0,0.0,101325.0,0.0
531.4825000000001,6,6,4,0.0,7884.129833615438,9400.0,0.0,101325.0,0.0
531.5825000000001,6,6,4,0.0,7768.324795860572,9400.0,0.0,101325.0,0.0
531.6825000000001,6,6,4,0.0,7529.964817777791,9400.0,0.0,101325.0,0.0
531.7825,6,6,4,0.0,7318.492544167845,9400.0,0.0,101325.0,0.0
531.8825,6,6,4,0.0,7146.8721476352,9400.0,0.0,101325.0,0.0
531.9825000000001,6,6,4,0.0,6942.714551280393,9400.0,0.0,101325.0,0.0
532.0825000000001,6,6,4,0.0,6811.310891423592,9400.0,0.0,101325.0,0.0
532.1825000000001,6,6,4,0.0,6634.993947534619,9400.0,0.0,101325.0,0.0
532.2825,6,6,4,0.0,6517.68051258961,9400.0,0.0,101325.0,0.0
532.3825,6,6,4,0.0,6400.031943029326,9400.0,0.0,101325.0,0.0
532.4825000000001,6,6,4,0.0,6250.097961740443,9400.0,0.0,101325.0,0.0
532.6025000000001,6,6,4,0.0,6087.995971124425,9400.0,0.0,101325.0,0.0
532.6825000000001,6,6,4,0.0,5944.027968830251,9400.0,0.0,101325.0,0.0
532.7825,6,6,4,0.0,5724.149936226391,9400.0,0.0,101325.0,0.0
532.9025,6,6,4,0.0,5348.680850027801,9400.0,0.0,101325.0,0.0
532.9825000000001,6,6,4,0.0,5173.597784365851,9400.0,0.0,101325.0,0.0
533.0825000000001,6,6,4,0.0,4945.599585744573,9400.0,0.0,101325.0,0.0
533.1825000000001,6,6,4,0.0,4805.840582796853,9400.0,0.0,101325.0,0.0
533.2825,5,6,4,0.0,5312.7555849559085,9400.0,0.0,101325.0,0.0
533.4025,5,6,4,0.0,5068.146949115969,9400.0,0.0,101325.0,0.0
533.4825000000001,5,6,4,0.0,4909.091477863506,9400.0,0.0,101325.0,0.0
533.6025000000001,5,6,4,0.0,4672.8530476061205,9400.0,0.0,101325.0,0.0
533.6825000000001,5,6,4,0.0,4549.867969285035,9400.0,0.0,101325.0,0.0
533.8025,4,6,4,0.0,5057.17493323326,9400.0,0.0,101325.0,0.0
533.9025,4,6,4,0.0,4881.185547003044,9400.0,0.0,101325.0,0.0
534.0025,4,6,4,0.0,4719.361572407002,9400.0,0.0,101325.0,0.0
534.1025000000001,4,6,4,0.0,4619.780547088316,9400.0,0.0,101325.0,0.0
534.2025000000001,4,6,4,0.0,4557.553043145404,9400.0,0.0,101325.0,0.0
534.3025,4,6,4,0.0,4539.8311246896465,9400.0,0.0,101325.0,0.0
534.4025,4,6,4,0.0,4545.91104945355,9400.0,0.0,101325.0,0.0
534.5025,4,6,4,0.0,4541.855629187314,9400.0,0.0,101325.0,0.0
534.6025000000001,4,6,4,0.0,4549.96676114119,9400.0,0.0,101325.0,0.0
534.7025000000001,3,6,4,0.0,5501.618803155169,9400.0,0.0,101325.0,0.0
534.8025,3,6,4,0.0,5463.937432699234,9400.0,0.0,101325.0,0.0
534.9025,3,6,4,0.0,5476.850897979302,9400.0,0.0,101325.0,0.0
535.0025,3,6,4,0.0,5455.9932852101865,9400.0,0.0,101325.0,0.0
535.1025000000001,3,6,4,0.0,5378.3586230281535,9400.0,0.0,101325.0,0.0
535.2025000000001,0,6,4,0.0,5517.730326929178,9400.0,0.0,101325.0,0.0
535.3025,2,6,4,0.0,6443.362225991779,9400.0,0.0,101325.0,0.0
535.4025,2,6,4,0.0,6362.393702941269,9400.0,0.0,101325.0,0.0
535.5225,2,6,4,0.0,6296.535962561415,9400.0,0.0,101325.0,0.0
535.6025000000001,2,6,4,0.0,6279.138104707558,9400.0,0.0,101325.0,0.0
535.7225000000001,2,6,4,0.0,6243.557882578696,9400.0,0.0,101325.0,0.0
535.8025,2,6,4,0.0,6220.379972586257,9400.0,0.0,101325.0,0.0
535.9025,2,6,4,0.0,6208.624615968018,9400.0,0.0,101325.0,0.0
536.0225,2,6,4,0.0,6181.873296712531,9400.0,0.0,101325.0,0.0
536.1025000000001,2,6,4,0.0,6226.876338537315,9400.0,0.0,101325.0,0.0
536.2225000000001,2,6,4,0.0,6337.448613551413,9400.0,0.0,101325.0,0.0
536.3225000000001,2,6,4,0.0,6402.680963597023,9400.0,0.0,101325.0,0.0
536.4225,2,6,4,0.0,6599.6252973454875,9400.0,0.0,101325.0,0.0
536.5225,2,6,4,0.0,6465.606421803921,9400.0,0.0,101325.0,0.0
536.6025000000001,2,6,4,0.0,6804.707865238455,9400.0,0.0,101325.0,0.0
536.7225000000001,2,6,4,0.0,6502.875722393771,9400.0,0.0,101325.0,0.0
536.8225000000001,2,6,4,0.0,6549.369676124424,9400.0,0.0,101325.0,0.0
536.9225,2,6,4,0.0,6542.4571604076145,9400.0,0.0,101325.0,0.0
537.0225,2,6,4,0.0,6520.718872153836,9400.0,0.0,101325.0,0.0
537.1225000000001,2,6,4,0.0,6458.5213846155975,9400.0,0.0,101325.0,0.0
537.2225000000001,2,6,4,0.0,6539.090660341823,9400.0,0.0,101325.0,0.0
537.3225000000001,2,6,4,0.0,6504.62716503534,9400.0,0.0,101325.0,0.0
537.4225,2,6,4,0.0,6542.119111578294,9400.0,0.0,101325.0,0.0
537.5225,2,6,4,0.0,6621.145019545826,9400.0,0.0,101325.0,0.0
537.6225000000001,2,6,4,0.0,6677.658041166187,9400.0,0.0,101325.0,0.0
537.7225000000001,2,6,4,0.0,6744.566647130983,9400.0,0.0,101325.0,0.0
537.8225000000001,2,6,4,0.0,6764.603034381972,9400.0,0.0,101325.0,0.0
537.9225,2,6,4,0.0,6771.6810774565865,9400.0,0.0,101325.0,0.0
538.0225,2,6,4,0.0,6804.900786208292,9400.0,0.0,101325.0,0.0
538.1225000000001,2,6,4,0.0,6866.26597421503,9400.0,0.0,101325.0,0.0
538.2425000000001,2,6,4,0.0,6973.370917357349,9400.0,0.0,101325.0,0.0
538.3225000000001,2,6,4,0.0,7020.003004833776,9400.0,0.0,101325.0,0.0
538.4425000000001,2,6,4,0.0,7095.68106370541,9400.0,0.0,101325.0,0.0
538.5225,2,6,4,0.0,7101.28684584405,9400.0,0.0,101325.0,0.0
538.6425,2,6,4,0.0,7098.443738620897,9400.0,0.0,101325.0,0.0
