ambient_temperature,blue_flag,elapsed,elapsed_time,end,green_flag,in_countdown,in_formation,in_race,lap_number,lap_type,pit_open,raininess,remaining,session_type,start,start_lights,track_name,track_temperature,wetness_0,wetness_1,wetness_2,wetness_average,wetness_maximum,wetness_minimum,yellow_flag
11.0,False,1111.0,1111.0825,10505.0,True,False,False,False,8,False,True,0.0,9394.0,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.0,1111.1825000000001,10505.0,True,False,False,False,8,False,True,0.0,9394.0,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.2,1111.2825,10505.0,True,False,False,False,8,False,True,0.0,9393.8,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.4,1111.4025000000001,10505.0,True,False,False,False,8,False,True,0.0,9393.6,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.4,1111.4825,10505.0,True,False,False,False,8,False,True,0.0,9393.6,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.6000000000001,1111.6025000000002,10505.0,True,False,False,False,8,False,True,0.0,9393.4,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.6000000000001,1111.6825000000001,10505.0,True,False,False,False,8,False,True,0.0,9393.4,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.8,1111.8025,10505.0,True,False,False,False,8,False,True,0.0,9393.2,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1111.8,1111.9025000000001,10505.0,True,False,False,False,8,False,True,0.0,9393.2,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.0,1112.0025,10505.0,True,False,False,False,8,False,True,0.0,9393.0,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.0,1112.1025000000002,10505.0,True,False,False,False,8,False,True,0.0,9393.0,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.2,1112.2025,10505.0,True,False,False,False,8,False,True,0.0,9392.8,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.2,1112.3025,10505.0,True,False,False,False,8,False,True,0.0,9392.8,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.4,1112.4025000000001,10505.0,True,False,False,False,8,False,True,0.0,9392.6,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.4,1112.5025,10505.0,True,False,False,False,8,False,True,0.0,9392.6,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.6000000000001,1112.6025000000002,10505.0,True,False,False,False,8,False,True,0.0,9392.4,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.6000000000001,1112.7025,10505.0,True,False,False,False,8,False,True,0.0,9392.4,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
11.0,False,1112.8,1112.8025,10505.0,True,False,False,False,8,False,True,0.0,9392.2,1,41400.0,6,Circuit de Spa-Francorchamps,31.11705949756515,0.0,0.0,0.0,0.0,0.0,0.0,False
