behind_leader,behind_next,best_laptime,best_sector1,best_sector2,current_laptime,current_sector1,current_sector2,elapsed,elapsed_time,estimated_laptime,estimated_time_into,lap_number,last_laptime,last_sector1,last_sector2,start
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.3161401367187864,-1.0,-1.0,525.5225,525.5225,104.60347747802734,1.1509543657302856,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.436140136718791,-1.0,-1.0,525.6425,525.6425,104.60347747802734,1.3506276607513428,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.5361401367188137,-1.0,-1.0,525.7425000000001,525.7425000000001,104.60347747802734,1.3506276607513428,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.6361401367188364,-1.0,-1.0,525.8425000000001,525.8425000000001,104.60347747802734,1.5503895282745361,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.7361401367188591,-1.0,-1.0,525.9425000000001,525.9425000000001,104.60347747802734,1.5503895282745361,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.8361401367187682,-1.0,-1.0,526.0425,526.0425,104.60347747802734,1.7502162456512451,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,1.936140136718791,-1.0,-1.0,526.1425,526.1425,104.60347747802734,1.7502162456512451,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.0361401367188137,-1.0,-1.0,526.2425000000001,526.2425000000001,104.60347747802734,1.9498356580734253,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.1361401367188364,-1.0,-1.0,526.3425000000001,526.3425000000001,104.60347747802734,1.9498356580734253,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.236140136718859,-1.0,-1.0,526.4425000000001,526.4425000000001,104.60347747802734,2.1498072147369385,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.336140136718768,-1.0,-1.0,526.5425,526.5425,104.60347747802734,2.1498072147369385,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.436140136718791,-1.0,-1.0,526.6425,526.6425,104.60347747802734,2.349871873855591,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.5361401367188137,-1.0,-1.0,526.7425000000001,526.7425000000001,104.60347747802734,2.349871873855591,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.6361401367188364,-1.0,-1.0,526.8425000000001,526.8425000000001,104.60347747802734,2.549821615219116,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.736140136718859,-1.0,-1.0,526.9425000000001,526.9425000000001,104.60347747802734,2.549821615219116,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.836140136718768,-1.0,-1.0,527.0425,527.0425,104.60347747802734,2.749750852584839,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,2.9561401367187727,-1.0,-1.0,527.1625,527.1625,104.60347747802734,2.749750852584839,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.0361401367188137,-1.0,-1.0,527.2425000000001,527.2425000000001,104.60347747802734,2.9495410919189453,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.1361401367188364,-1.0,-1.0,527.3425000000001,527.3425000000001,104.60347747802734,2.9495410919189453,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.236140136718859,-1.0,-1.0,527.4425000000001,527.4425000000001,104.60347747802734,3.1494507789611816,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.336140136718768,-1.0,-1.0,527.5425,527.5425,104.60347747802734,3.1494507789611816,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.4561401367187727,-1.0,-1.0,527.6625,527.6625,104.60347747802734,3.3493096828460693,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.5361401367188137,-1.0,-1.0,527.7425000000001,527.7425000000001,104.60347747802734,3.3493096828460693,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.656140136718818,-1.0,-1.0,527.8625000000001,527.8625000000001,104.60347747802734,3.5478763580322266,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.736140136718859,-1.0,-1.0,527.9425000000001,527.9425000000001,104.60347747802734,3.5478763580322266,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.8561401367188637,-1.0,-1.0,528.0625000000001,528.0625000000001,104.60347747802734,3.746480941772461,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,3.9561401367187727,-1.0,-1.0,528.1625,528.1625,104.60347747802734,3.746480941772461,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.036140136718814,-1.0,-1.0,528.2425000000001,528.2425000000001,104.60347747802734,3.945916175842285,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.156140136718818,-1.0,-1.0,528.3625000000001,528.3625000000001,104.60347747802734,3.945916175842285,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.256140136718841,-1.0,-1.0,528.4625000000001,528.4625000000001,104.60347747802734,4.144613265991211,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.356140136718864,-1.0,-1.0,528.5625000000001,528.5625000000001,104.60347747802734,4.144613265991211,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.456140136718773,-1.0,-1.0,528.6625,528.6625,104.60347747802734,4.343255043029785,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.536140136718814,-1.0,-1.0,528.7425000000001,528.7425000000001,104.60347747802734,4.343255043029785,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.656140136718818,-1.0,-1.0,528.8625000000001,528.8625000000001,104.60347747802734,4.541964530944824,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.756140136718841,-1.0,-1.0,528.9625000000001,528.9625000000001,104.60347747802734,4.541964530944824,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.856140136718864,-1.0,-1.0,529.0625000000001,529.0625000000001,104.60347747802734,4.740935802459717,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,4.956140136718773,-1.0,-1.0,529.1625,529.1625,104.60347747802734,4.740935802459717,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.0561401367187955,-1.0,-1.0,529.2625,529.2625,104.60347747802734,4.939937591552734,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.156140136718818,-1.0,-1.0,529.3625000000001,529.3625000000001,104.60347747802734,4.939937591552734,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.256140136718841,-1.0,-1.0,529.4625000000001,529.4625000000001,104.60347747802734,5.139055252075195,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.356140136718864,-1.0,-1.0,529.5625000000001,529.5625000000001,104.60347747802734,5.139055252075195,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.456140136718773,-1.0,-1.0,529.6625,529.6625,104.60347747802734,5.3393940925598145,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.5561401367187955,-1.0,-1.0,529.7625,529.7625,104.60347747802734,5.3393940925598145,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.656140136718818,-1.0,-1.0,529.8625000000001,529.8625000000001,104.60347747802734,5.539764881134033,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.776140136718823,-1.0,-1.0,529.9825000000001,529.9825000000001,104.60347747802734,5.539764881134033,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.856140136718864,-1.0,-1.0,530.0625000000001,530.0625000000001,104.60347747802734,5.740302562713623,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,5.956140136718773,-1.0,-1.0,530.1625,530.1625,104.60347747802734,5.740302562713623,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.0561401367187955,-1.0,-1.0,530.2625,530.2625,104.60347747802734,5.9413018226623535,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.156140136718818,-1.0,-1.0,530.3625000000001,530.3625000000001,104.60347747802734,5.9413018226623535,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.276140136718823,-1.0,-1.0,530.4825000000001,530.4825000000001,104.60347747802734,6.14235782623291,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.356140136718864,-1.0,-1.0,530.5625000000001,530.5625000000001,104.60347747802734,6.14235782623291,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.476140136718868,-1.0,-1.0,530.6825000000001,530.6825000000001,104.60347747802734,6.343497276306152,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.5561401367187955,-1.0,-1.0,530.7625,530.7625,104.60347747802734,6.343497276306152,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.6761401367188,-1.0,-1.0,530.8825,530.8825,104.60347747802734,6.544750213623047,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.776140136718823,-1.0,-1.0,530.9825000000001,530.9825000000001,104.60347747802734,6.544750213623047,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.8761401367188455,-1.0,-1.0,531.0825000000001,531.0825000000001,104.60347747802734,6.746016502380371,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,6.976140136718868,-1.0,-1.0,531.1825000000001,531.1825000000001,104.60347747802734,6.746016502380371,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.0561401367187955,-1.0,-1.0,531.2625,531.2625,104.60347747802734,6.947240352630615,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.1761401367188,-1.0,-1.0,531.3825,531.3825,104.60347747802734,6.947240352630615,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.276140136718823,-1.0,-1.0,531.4825000000001,531.4825000000001,104.60347747802734,7.148279190063477,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.3761401367188455,-1.0,-1.0,531.5825000000001,531.5825000000001,104.60347747802734,7.148279190063477,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.476140136718868,-1.0,-1.0,531.6825000000001,531.6825000000001,104.60347747802734,7.344810485839844,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.576140136718777,-1.0,-1.0,531.7825,531.7825,104.60347747802734,7.344810485839844,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.6761401367188,-1.0,-1.0,531.8825,531.8825,104.60347747802734,7.532535552978516,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.776140136718823,-1.0,-1.0,531.9825000000001,531.9825000000001,104.60347747802734,7.532535552978516,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.8761401367188455,-1.0,-1.0,532.0825000000001,532.0825000000001,104.60347747802734,7.709912300109863,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,7.976140136718868,-1.0,-1.0,532.1825000000001,532.1825000000001,104.60347747802734,7.709912300109863,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.076140136718777,-1.0,-1.0,532.2825,532.2825,104.60347747802734,7.878553867340088,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.1761401367188,-1.0,-1.0,532.3825,532.3825,104.60347747802734,7.878553867340088,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.276140136718823,-1.0,-1.0,532.4825000000001,532.4825000000001,104.60347747802734,8.039628028869629,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.396140136718827,-1.0,-1.0,532.6025000000001,532.6025000000001,104.60347747802734,8.194294929504395,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.476140136718868,-1.0,-1.0,532.6825000000001,532.6825000000001,104.60347747802734,8.194294929504395,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.576140136718777,-1.0,-1.0,532.7825,532.7825,104.60347747802734,8.194294929504395,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.696140136718782,-1.0,-1.0,532.9025,532.9025,104.60347747802734,8.342058181762695,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.776140136718823,-1.0,-1.0,532.9825000000001,532.9825000000001,104.60347747802734,8.342058181762695,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.876140136718845,-1.0,-1.0,533.0825000000001,533.0825000000001,104.60347747802734,8.48493766784668,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,8.976140136718868,-1.0,-1.0,533.1825000000001,533.1825000000001,104.60347747802734,8.48493766784668,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.076140136718777,-1.0,-1.0,533.2825,533.2825,104.60347747802734,8.623311042785645,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.196140136718782,-1.0,-1.0,533.4025,533.4025,104.60347747802734,8.755692481994629,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.276140136718823,-1.0,-1.0,533.4825000000001,533.4825000000001,104.60347747802734,8.755692481994629,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.396140136718827,-1.0,-1.0,533.6025000000001,533.6025000000001,104.60347747802734,8.882696151733398,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.476140136718868,-1.0,-1.0,533.6825000000001,533.6825000000001,104.60347747802734,8.882696151733398,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.596140136718759,-1.0,-1.0,533.8025,533.8025,104.60347747802734,9.004546165466309,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.696140136718782,-1.0,-1.0,533.9025,533.9025,104.60347747802734,9.004546165466309,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.796140136718805,-1.0,-1.0,534.0025,534.0025,104.60347747802734,9.122940063476562,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.896140136718827,-1.0,-1.0,534.1025000000001,534.1025000000001,104.60347747802734,9.122940063476562,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,9.99614013671885,-1.0,-1.0,534.2025000000001,534.2025000000001,104.60347747802734,9.238736152648926,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.096140136718759,-1.0,-1.0,534.3025,534.3025,104.60347747802734,9.238736152648926,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.196140136718782,-1.0,-1.0,534.4025,534.4025,104.60347747802734,9.356285095214844,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.296140136718805,-1.0,-1.0,534.5025,534.5025,104.60347747802734,9.356285095214844,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.396140136718827,-1.0,-1.0,534.6025000000001,534.6025000000001,104.60347747802734,9.478998184204102,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.49614013671885,-1.0,-1.0,534.7025000000001,534.7025000000001,104.60347747802734,9.478998184204102,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.596140136718759,-1.0,-1.0,534.8025,534.8025,104.60347747802734,9.608536720275879,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.696140136718782,-1.0,-1.0,534.9025,534.9025,104.60347747802734,9.608536720275879,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.796140136718805,-1.0,-1.0,535.0025,535.0025,104.60347747802734,9.745573997497559,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.896140136718827,-1.0,-1.0,535.1025000000001,535.1025000000001,104.60347747802734,9.745573997497559,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,10.99614013671885,-1.0,-1.0,535.2025000000001,535.2025000000001,104.60347747802734,9.889298439025879,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.096140136718759,-1.0,-1.0,535.3025,535.3025,104.60347747802734,9.889298439025879,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.196140136718782,-1.0,-1.0,535.4025,535.4025,104.60347747802734,10.037400245666504,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.316140136718786,-1.0,-1.0,535.5225,535.5225,104.60347747802734,10.037400245666504,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.396140136718827,-1.0,-1.0,535.6025000000001,535.6025000000001,104.60347747802734,10.190237045288086,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.516140136718832,-1.0,-1.0,535.7225000000001,535.7225000000001,104.60347747802734,10.190237045288086,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.596140136718759,-1.0,-1.0,535.8025,535.8025,104.60347747802734,10.349833488464355,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.696140136718782,-1.0,-1.0,535.9025,535.9025,104.60347747802734,10.349833488464355,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.816140136718786,-1.0,-1.0,536.0225,536.0225,104.60347747802734,10.515095710754395,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,11.896140136718827,-1.0,-1.0,536.1025000000001,536.1025000000001,104.60347747802734,10.515095710754395,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.016140136718832,-1.0,-1.0,536.2225000000001,536.2225000000001,104.60347747802734,10.681126594543457,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.116140136718855,-1.0,-1.0,536.3225000000001,536.3225000000001,104.60347747802734,10.681126594543457,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.216140136718764,-1.0,-1.0,536.4225,536.4225,104.60347747802734,10.848122596740723,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.316140136718786,-1.0,-1.0,536.5225,536.5225,104.60347747802734,10.848122596740723,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.396140136718827,-1.0,-1.0,536.6025000000001,536.6025000000001,104.60347747802734,11.019513130187988,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.516140136718832,-1.0,-1.0,536.7225000000001,536.7225000000001,104.60347747802734,11.019513130187988,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
0.0,0.0,117.449462890625,35.02874755859375,76.33651733398438,12.616140136718855,-1.0,-1.0,536.8225000000001,536.8225000000001,104.60347747802734,11.217458724975586,4,134.66259765625,49.864166259765625,93.0430908203125,524.2063598632812
